year,team,leadoff_wrc,runs_pg,lg_avg_rpg,rpg_vs_lg
2022,삼성,41.84455951708228,4.604166666666667,4.528908045977011,0.07525862068965594
2024,KT,35.110779062661884,5.263513513513513,5.357164609106036,-0.09365109559252272
2025,키움,31.55068042727357,4.034722222222222,4.7253086419753085,-0.6905864197530862
2023,LG,19.912149311585573,5.326388888888889,4.608251915708812,0.7181369731800773
2023,키움,19.747261206898397,4.215277777777778,4.608251915708812,-0.3929741379310343
2021,LG,19.15078270445816,4.5479452054794525,4.782584609881493,-0.23463940440204034
2023,NC,17.44918121931506,4.779310344827586,4.608251915708812,0.17105842911877378
2024,NC,16.993901215021307,5.368055555555555,5.357164609106036,0.01089094644951949
