year,team,no2_wrc,runs_pg,lg_avg_rpg,rpg_vs_lg
2022,삼성,41.84455951708228,4.604166666666667,4.528908045977011,0.07525862068965594
2024,KIA,25.17096503901896,5.958333333333333,5.357164609106036,0.6011687242272972
2025,삼성,23.16359561269004,5.381944444444445,4.73125,0.6506944444444445
2021,삼성,20.657419529521007,4.910344827586207,4.791826148893343,0.11851867869286359
2023,키움,19.747261206898397,4.215277777777778,4.608251915708812,-0.3929741379310343
2024,KT,18.72803490978228,5.263513513513513,5.357164609106036,-0.09365109559252272
2024,한화,17.397904221328357,5.173611111111111,5.357164609106036,-0.18355349799492515
2021,SSG,16.63016033989646,5.243055555555555,4.791826148893343,0.451229406662212
