year,bo,PA,woba,obp,slg,ops,iso,bb_pct,k_pct,sh_pct,rel_woba,rel_ops
2024,1,6983,0.20844936342592593,0.3699104822408317,0.4090685066535239,0.7789789888943556,0.11631345490389354,0.10024344837462408,0.15766862380065874,0.00816268079621939,1.0066985201448477,1.0097521885336687
2024,2,6820,0.2100528189910979,0.36487487042795796,0.418331374853114,0.783206245281072,0.12993117340943428,0.09442815249266862,0.16730205278592375,0.009824046920821115,1.0144423497159571,1.015231773283494
2024,3,6667,0.23389080199365653,0.37330928764652843,0.5032312925170068,0.8765405801635353,0.20136054421768707,0.09329533523323834,0.16829158542072897,0.0019499025048747563,1.1295670102930164,1.1362164856525243
2024,4,6526,0.2279884294970688,0.36462647645344376,0.4915696158525986,0.8561960923060423,0.19607161480966454,0.09148023291449586,0.19123505976095617,0.0009193993257738277,1.1010617197994332,1.1098449256597986
2024,5,6372,0.20909963682299068,0.34571203776553894,0.4334525939177102,0.7791646316832491,0.16386404293381038,0.09635907093534213,0.2002510985561833,0.0026679221594475833,1.0098389915560126,1.0099928281594395
2024,6,6204,0.20411344401041664,0.342806105878532,0.416286288113931,0.759092393992463,0.14460471060799707,0.08671824629271438,0.20615731785944552,0.007253384912959381,0.985758357088837,0.9839741726809307
2024,7,6050,0.19452315666276543,0.33606146651077334,0.3840972871842844,0.7201587536950578,0.12086061739943872,0.08743801652892562,0.21289256198347106,0.010413223140495868,0.9394424177068722,0.9335064077497007
2024,8,5911,0.18719111570247937,0.3296079779917469,0.36333720480061943,0.6929451827923663,0.10840108401084012,0.08492640839113517,0.20368803924885806,0.016071730671629165,0.9040325960453907,0.8982307929146829
2024,9,5732,0.18143868092691623,0.33012649207197575,0.3393939393939394,0.6695204314659151,0.0898989898989899,0.09054431263084438,0.20359385903698535,0.020760642009769716,0.8762514242508938,0.8678664387344588
2025,1,6839,0.19012287446399528,0.3503983475951608,0.38018741633199465,0.7305857639271555,0.10993975903614457,0.09606667641468052,0.1700541014768241,0.008919432665594385,1.0051186974739255,1.0045715701257887
2025,2,6659,0.1872086001829826,0.34267865305500533,0.37622908400897015,0.7189077370639755,0.11091944109021908,0.09460880012013816,0.18245982880312359,0.014416579065925814,0.9897118634584428,0.9885140251240145
2025,3,6503,0.21430597014925376,0.3738808274158691,0.45721401885785445,0.8310948462737235,0.16723003024372887,0.10456712286636936,0.1653083192372751,0.00399815469783177,1.132966972988282,1.1427737794352784
2025,4,6381,0.21299018055115615,0.35671688637790333,0.4692197566213314,0.8259366429992347,0.18915533285612027,0.09873060648801128,0.1897821658047328,0.0014104372355430183,1.126010815131327,1.1356811359451735
2025,5,6240,0.18995144845444248,0.331076724693746,0.3983651226158038,0.7294418473095499,0.1427792915531335,0.09230769230769231,0.20897435897435898,0.0057692307692307696,1.0042124231083571,1.0029986594979332
2025,6,6093,0.18184568106312288,0.3251574411667219,0.3710691823899371,0.696226623556659,0.11857195708472068,0.08435910060725423,0.2168061710159199,0.009847365829640572,0.9613598290406578,0.9573269928367033
2025,7,5945,0.17705363853775197,0.3190110826939471,0.3586417397939718,0.6776528224879189,0.11217092712705075,0.07939444911690496,0.21547518923465098,0.013624894869638351,0.9360258361956642,0.9317876059171839
2025,8,5762,0.17133268413597733,0.3176512203749558,0.335530257639305,0.6531814780142609,0.09806271220291592,0.08851093370357514,0.21676501214855953,0.01874349184311003,0.9057809840029397,0.8981389664900368
2025,9,5568,0.17207053637031594,0.3212254632177582,0.33873282755792494,0.6599582907756831,0.08796391224113184,0.08153735632183907,0.21641522988505746,0.02101293103448276,0.9096817722631503,0.9074572337932431
