gameId,gameDate,year,team,opponent,home,teamScore,oppScore,name,playerCode,season_pa,season_woba,season_wrc,iso,bb_pct
20210403SSWO02021,2021-04-03,2021,삼성,키움,0,1,6,박해민,62415,542.0,0.19712429378531074,2.278706065969029,0.08590308370044053,0.12730627306273062
20210403SSWO02021,2021-04-03,2021,키움,삼성,1,6,1,이용규,74163,547.0,0.19668460111317254,1.9900939213341307,0.07625272331154684,0.12979890310786105
20210404HHKT02021,2021-04-04,2021,KT,한화,1,3,2,조용호,64868,515.0,0.1646843137254902,-19.014740039121826,0.037383177570093455,0.1436893203883495
20210404HHKT02021,2021-04-04,2021,한화,KT,0,2,3,정은원,68743,608.0,0.20655389718076284,8.468252154566466,0.10101010101010101,0.17269736842105263
20210404HTOB02021,2021-04-04,2021,KIA,두산,0,1,4,최원준,66606,668.0,0.192539156626506,-0.730955801745396,0.07640067911714771,0.09131736526946108
20210404HTOB02021,2021-04-04,2021,두산,KIA,1,4,1,허경민,79240,518.0,0.18411867704280155,-6.258117898145915,0.0876068376068376,0.0694980694980695
20210404LGNC02021,2021-04-04,2021,LG,NC,0,2,1,홍창기,66108,651.0,0.2228284389489954,19.150782704458162,0.08015267175572519,0.1674347158218126
20210404LGNC02021,2021-04-04,2021,NC,LG,1,1,2,이명기,76849,,,,,
20210404LTSK02021,2021-04-04,2021,SSG,롯데,1,5,3,최지훈,50854,534.0,0.184254752851711,-6.168798394931768,0.09978308026030369,0.09550561797752809
20210404LTSK02021,2021-04-04,2021,롯데,SSG,0,3,5,안치홍,79608,490.0,0.21808488612836438,16.037137562059854,0.15201900237529692,0.10612244897959183
20210404SSWO02021,2021-04-04,2021,삼성,키움,0,4,7,박해민,62415,542.0,0.19712429378531074,2.278706065969029,0.08590308370044053,0.12730627306273062
20210404SSWO02021,2021-04-04,2021,키움,삼성,1,7,4,이용규,74163,547.0,0.19668460111317254,1.9900939213341307,0.07625272331154684,0.12979890310786105
20210406HHSK02021,2021-04-06,2021,SSG,한화,1,2,1,최지훈,50854,534.0,0.184254752851711,-6.168798394931768,0.09978308026030369,0.09550561797752809
20210406HHSK02021,2021-04-06,2021,한화,SSG,0,1,2,정은원,68743,608.0,0.20655389718076284,8.468252154566466,0.10101010101010101,0.17269736842105263
20210406HTWO02021,2021-04-06,2021,KIA,키움,0,5,4,최원준,66606,668.0,0.192539156626506,-0.730955801745396,0.07640067911714771,0.09131736526946108
