season,slot,team,teamId,plateAppearances,atBats,runs,hits,doubles,triples,homeRuns,baseOnBalls,intentionalWalks,hitByPitch,strikeOuts,sacBunts,sacFlies,stolenBases,caughtStealing,totalBases,rbi,avg,obp,slg,ops,babip
2012,1,New York Yankees,147,765,706,,220,32,0,15,49,1,4,100,5,1,,,297,57,.312,.359,.421,.780,.346
2012,1,Detroit Tigers,116,743,657,,189,34,13,16,75,0,5,163,3,3,,,297,72,.288,.364,.452,.816,.360
2012,1,Colorado Rockies,115,759,680,,190,33,11,13,62,0,6,133,9,2,,,284,58,.279,.344,.418,.762,.330
2012,1,Chicago White Sox,145,746,671,,187,36,6,12,57,3,11,140,4,3,,,271,62,.279,.344,.404,.748,.335
2012,1,Washington Nationals,120,762,704,,194,49,5,14,47,1,6,123,2,3,,,295,63,.276,.325,.419,.744,.316
2012,1,Chicago Cubs,112,730,654,,179,38,9,9,63,1,10,129,1,2,,,262,48,.274,.346,.401,.747,.328
2012,1,Kansas City Royals,118,753,674,,184,40,6,9,68,3,3,141,2,6,,,263,48,.273,.340,.390,.730,.330
2012,1,St. Louis Cardinals,138,769,687,,187,29,4,6,59,2,11,97,7,5,,,242,62,.272,.337,.352,.689,.307
2012,1,Minnesota Twins,142,758,690,,186,39,6,5,57,0,2,86,5,4,,,252,51,.270,.325,.365,.690,.300
2012,1,Atlanta Braves,144,751,668,,180,29,10,10,73,1,3,168,3,4,,,259,59,.269,.342,.388,.730,.344
2012,1,Cleveland Indians,114,756,674,,180,45,4,16,64,1,11,158,3,4,,,281,66,.267,.339,.417,.756,.325
2012,1,San Diego Padres,135,747,671,,177,34,9,12,59,3,8,139,5,4,,,265,60,.264,.329,.395,.724,.315
2012,1,Arizona Diamondbacks,109,746,672,,177,44,11,7,63,2,4,121,2,5,,,264,51,.263,.328,.393,.721,.310
2012,1,San Francisco Giants,137,759,680,,179,34,18,13,72,4,2,126,3,2,,,288,56,.263,.335,.424,.759,.306
2012,1,Milwaukee Brewers,158,761,679,,177,44,6,18,60,3,16,121,2,4,,,287,60,.261,.333,.423,.756,.292
2012,1,Boston Red Sox,111,751,693,,180,40,0,12,42,1,4,115,7,5,,,256,70,.260,.304,.369,.673,.294
2012,1,Texas Rangers,140,763,686,,178,43,6,19,61,0,10,94,1,5,,,290,77,.259,.327,.423,.750,.275
2012,1,New York Mets,121,748,678,,175,34,2,9,59,1,6,144,4,0,,,240,47,.258,.323,.354,.677,.316
2012,1,Houston Astros,117,733,666,,170,32,4,10,48,0,7,150,7,4,,,240,41,.255,.310,.360,.670,.314
2012,1,Baltimore Orioles,110,756,687,,175,35,3,18,50,3,5,127,9,5,,,270,59,.255,.308,.393,.701,.287
2012,1,Philadelphia Phillies,143,749,678,,171,33,6,24,65,2,1,97,4,1,,,288,71,.252,.318,.425,.743,.263
2012,1,Oakland Athletics,133,761,676,,170,35,11,13,71,0,5,118,6,3,,,266,50,.251,.326,.393,.719,.286
2012,1,Pittsburgh Pirates,134,742,687,,169,33,15,11,38,0,7,140,7,3,,,265,44,.246,.291,.386,.677,.293
2012,1,Miami Marlins,146,743,675,,162,30,8,8,57,5,1,110,7,3,,,232,47,.240,.299,.344,.643,.275
2012,1,Toronto Blue Jays,141,746,684,,162,35,2,14,49,1,8,145,1,3,,,243,60,.237,.294,.355,.649,.280
2012,1,Seattle Mariners,136,738,680,,156,25,3,15,50,6,0,131,5,3,,,232,59,.229,.281,.341,.622,.263
2012,1,Tampa Bay Rays,139,741,651,,149,25,8,23,78,2,6,148,2,4,,,259,67,.229,.315,.398,.713,.260
2012,1,Los Angeles Dodgers,119,747,689,,156,28,3,6,49,0,4,125,3,2,,,208,43,.226,.281,.302,.583,.268
2012,1,Cincinnati Reds,113,756,703,,146,34,1,16,37,0,8,148,5,3,,,230,38,.208,.254,.327,.581,.240
2012,2,Los Angeles Angels,108,732,677,,208,33,3,13,41,0,4,126,7,3,,,286,98,.307,.349,.422,.771,.360
2012,2,Philadelphia Phillies,143,733,656,,198,29,9,5,45,2,9,71,20,3,,,260,46,.302,.353,.396,.749,.331
2012,2,San Francisco Giants,137,748,677,,204,36,4,5,48,0,2,86,11,10,,,263,81,.301,.345,.388,.733,.334
2012,2,St. Louis Cardinals,138,751,659,,196,38,5,21,67,6,11,130,8,6,,,307,87,.297,.369,.466,.835,.340
2012,2,Arizona Diamondbacks,109,730,670,,196,47,4,26,43,2,5,101,7,5,,,329,91,.293,.337,.491,.828,.310
2012,2,Atlanta Braves,144,729,654,,191,41,6,12,57,2,3,80,7,8,,,280,73,.292,.348,.428,.776,.314
2012,2,New York Mets,121,724,670,,194,41,5,4,39,1,6,120,2,7,,,257,66,.290,.331,.384,.715,.344
2012,2,Texas Rangers,140,745,661,,188,33,8,4,58,0,5,102,17,4,,,249,67,.284,.345,.377,.722,.329
2012,2,Minnesota Twins,142,741,675,,184,20,3,4,48,0,3,92,10,5,,,222,53,.273,.321,.329,.650,.308
2012,2,Washington Nationals,120,741,666,,181,26,9,26,64,0,2,144,6,3,,,303,71,.272,.336,.455,.791,.311
2012,2,Miami Marlins,146,725,656,,175,24,6,5,55,2,3,134,10,1,,,226,43,.267,.326,.345,.671,.328
2012,2,Boston Red Sox,111,730,667,,177,44,4,12,44,2,5,104,6,8,,,265,69,.265,.312,.397,.709,.295
2012,2,Colorado Rockies,115,734,672,,178,35,6,16,40,0,9,117,8,4,,,273,83,.265,.313,.406,.719,.298
2012,2,Kansas City Royals,118,734,681,,180,27,8,11,37,1,4,101,9,3,,,256,86,.264,.305,.376,.681,.295
2012,2,Cleveland Indians,114,741,676,,177,31,4,15,59,2,2,121,1,3,,,261,70,.262,.322,.386,.708,.298
2012,2,Cincinnati Reds,113,732,669,,172,23,6,18,49,0,4,184,7,3,,,261,60,.257,.310,.390,.700,.328
2012,2,Detroit Tigers,116,728,662,,170,27,9,16,48,0,7,147,8,3,,,263,76,.257,.313,.397,.710,.307
2012,2,New York Yankees,147,746,651,,165,23,2,40,81,3,7,178,4,3,,,312,106,.253,.341,.479,.820,.287
2012,2,Houston Astros,117,720,648,,163,41,3,11,62,0,3,136,4,3,,,243,51,.252,.318,.375,.693,.302
2012,2,Pittsburgh Pirates,134,725,652,,162,31,6,18,48,0,7,151,11,7,,,259,66,.248,.304,.397,.701,.294
2012,2,Los Angeles Dodgers,119,730,645,,160,32,3,8,69,1,9,135,5,2,,,222,51,.248,.328,.344,.672,.302
2012,2,Toronto Blue Jays,141,730,651,,161,22,4,28,61,1,9,168,5,4,,,275,91,.247,.319,.422,.741,.290
2012,2,Milwaukee Brewers,158,743,660,,162,21,6,20,53,0,13,139,14,3,,,255,55,.245,.313,.386,.699,.282
2012,2,San Diego Padres,135,734,654,,160,28,9,10,62,1,5,129,11,2,,,236,56,.245,.314,.361,.675,.290
2012,2,Oakland Athletics,133,744,659,,155,24,3,13,67,1,5,147,9,4,,,224,67,.235,.309,.340,.649,.282
2012,2,Baltimore Orioles,110,735,682,,157,29,2,22,41,4,4,112,6,2,,,256,67,.230,.277,.375,.652,.245
2012,2,Tampa Bay Rays,139,730,652,,150,32,5,28,64,1,6,192,5,2,,,276,80,.230,.304,.423,.727,.281
2012,2,Seattle Mariners,136,723,653,,146,27,7,17,53,1,6,156,6,5,,,238,67,.224,.286,.364,.650,.266
2012,2,Chicago Cubs,112,721,656,,146,17,6,15,52,3,3,123,8,2,,,220,54,.223,.282,.335,.617,.252
2012,2,Chicago White Sox,145,733,647,,143,19,2,21,57,2,14,142,10,5,,,229,84,.221,.296,.354,.650,.249
2012,3,Detroit Tigers,116,711,634,,208,40,1,44,67,17,3,101,1,6,,,382,141,.328,.392,.603,.995,.331
2012,3,San Francisco Giants,137,722,659,,213,34,10,19,53,6,1,92,1,8,,,324,100,.323,.370,.492,.862,.349
2012,3,Pittsburgh Pirates,134,707,624,,199,30,6,31,72,13,5,142,0,6,,,334,100,.319,.390,.535,.925,.368
2012,3,Cincinnati Reds,113,709,593,,189,63,0,19,105,19,7,121,0,4,,,309,84,.319,.425,.521,.946,.372
2012,3,Milwaukee Brewers,158,730,646,,203,38,3,41,66,15,13,141,0,5,,,370,119,.314,.386,.573,.959,.345
2012,3,Colorado Rockies,115,723,657,,206,41,6,23,61,8,2,139,2,1,,,328,95,.314,.373,.499,.872,.369
2012,3,Minnesota Twins,142,725,616,,188,33,4,13,100,12,4,110,1,4,,,268,95,.305,.403,.435,.838,.352
2012,3,Los Angeles Dodgers,119,714,636,,192,33,4,27,66,8,5,146,0,7,,,314,103,.302,.368,.494,.862,.351
2012,3,New York Yankees,147,725,636,,186,43,0,27,70,6,14,133,0,5,,,310,75,.292,.372,.487,.859,.331
2012,3,St. Louis Cardinals,138,739,644,,185,39,2,30,81,4,9,146,0,5,,,318,107,.287,.372,.494,.866,.328
2012,3,New York Mets,121,710,626,,179,39,3,20,76,14,3,122,0,5,,,284,86,.286,.363,.454,.817,.325
2012,3,Los Angeles Angels,108,717,646,,183,51,0,30,56,16,9,84,0,6,,,324,110,.283,.346,.502,.848,.284
2012,3,Boston Red Sox,111,719,634,,177,40,2,24,71,10,5,88,0,9,,,293,76,.279,.352,.462,.814,.288
2012,3,Chicago Cubs,112,702,641,,174,26,5,19,47,1,5,118,2,7,,,267,86,.271,.323,.417,.740,.303
2012,3,San Diego Padres,135,717,621,,168,30,2,29,87,2,4,161,0,5,,,289,108,.271,.361,.465,.826,.319
2012,3,Miami Marlins,146,708,625,,169,34,7,22,69,4,5,96,1,8,,,283,90,.270,.344,.453,.797,.285
2012,3,Washington Nationals,120,725,651,,175,40,1,25,67,8,3,137,0,4,,,292,97,.269,.338,.449,.787,.304
2012,3,Texas Rangers,140,727,649,,173,31,2,42,63,13,5,180,0,10,,,334,133,.267,.331,.515,.846,.300
2012,3,Arizona Diamondbacks,109,711,631,,166,31,4,25,69,5,6,153,0,5,,,280,80,.263,.339,.444,.783,.308
2012,3,Philadelphia Phillies,143,724,632,,166,32,5,16,70,8,13,98,1,8,,,256,77,.263,.344,.405,.749,.285
2012,3,Seattle Mariners,136,707,651,,169,34,4,11,45,4,6,113,0,5,,,244,65,.260,.311,.375,.686,.297
2012,3,Cleveland Indians,114,721,622,,159,34,1,14,81,4,12,119,1,5,,,237,90,.256,.350,.381,.731,.294
2012,3,Tampa Bay Rays,139,713,607,,150,28,3,21,88,3,9,147,2,6,,,247,85,.247,.348,.407,.755,.290
2012,3,Kansas City Royals,118,717,644,,157,26,2,22,61,6,6,146,0,6,,,253,85,.244,.312,.393,.705,.280
2012,3,Oakland Athletics,133,722,655,,159,33,8,33,59,6,2,159,1,5,,,307,94,.243,.305,.469,.774,.269
2012,3,Baltimore Orioles,110,721,659,,157,34,3,27,56,4,2,172,1,3,,,278,87,.238,.299,.422,.721,.281
2012,3,Toronto Blue Jays,141,707,587,,139,21,0,40,107,12,6,113,0,7,,,280,106,.237,.356,.477,.833,.224
2012,3,Atlanta Braves,144,713,641,,149,28,4,26,63,3,1,163,0,8,,,263,92,.232,.299,.410,.709,.267
2012,3,Houston Astros,117,702,620,,135,27,2,26,63,1,8,157,1,9,,,244,85,.218,.294,.394,.688,.244
2012,3,Chicago White Sox,145,715,600,,126,22,1,44,109,4,1,243,0,5,,,282,101,.210,.330,.470,.800,.258
2012,4,Texas Rangers,140,704,648,,208,39,2,36,41,9,5,88,0,10,,,359,105,.321,.361,.554,.915,.322
2012,4,San Francisco Giants,137,710,616,,196,45,3,27,82,7,2,118,0,10,,,328,118,.318,.394,.532,.926,.351
2012,4,Detroit Tigers,116,695,586,,183,33,1,30,85,18,17,86,0,7,,,308,108,.312,.410,.526,.936,.321
2012,4,Baltimore Orioles,110,703,643,,193,43,2,31,45,2,13,125,0,2,,,333,87,.300,.357,.518,.875,.331
2012,4,Milwaukee Brewers,158,710,638,,190,57,4,30,54,2,12,97,0,6,,,345,119,.298,.361,.541,.902,.309
2012,4,Chicago White Sox,145,698,626,,183,27,0,31,62,4,8,102,0,2,,,303,92,.292,.362,.484,.846,.307
2012,4,Colorado Rockies,115,706,638,,183,32,2,29,60,8,2,123,0,6,,,306,94,.287,.347,.480,.827,.313
2012,4,New York Yankees,147,705,621,,176,35,2,32,70,8,7,124,0,7,,,311,109,.283,.359,.501,.860,.305
2012,4,Kansas City Royals,118,701,634,,179,33,2,25,59,8,5,113,0,3,,,291,105,.282,.347,.459,.806,.309
2012,4,St. Louis Cardinals,138,727,651,,183,38,2,29,66,9,2,132,0,8,,,312,122,.281,.345,.479,.824,.309
2012,4,Oakland Athletics,133,698,616,,173,32,2,25,67,10,9,159,0,6,,,284,99,.281,.357,.461,.818,.338
2012,4,Boston Red Sox,111,704,627,,176,44,0,27,61,9,7,136,0,9,,,301,116,.281,.347,.480,.827,.315
2012,4,Los Angeles Dodgers,119,696,626,,173,43,0,22,56,6,8,134,0,6,,,282,114,.276,.341,.450,.791,.317
2012,4,San Diego Padres,135,699,607,,166,41,2,19,68,6,17,110,0,7,,,268,90,.273,.359,.442,.801,.303
2012,4,Philadelphia Phillies,143,706,629,,171,34,1,36,60,10,12,165,0,5,,,315,125,.272,.344,.501,.845,.312
2012,4,Miami Marlins,146,691,615,,167,38,2,23,62,7,9,133,0,5,,,278,94,.272,.344,.452,.796,.310
2012,4,Toronto Blue Jays,141,695,618,,166,31,2,28,64,3,10,111,0,3,,,285,90,.269,.345,.461,.806,.286
2012,4,Cincinnati Reds,113,698,629,,168,29,3,23,55,6,9,106,1,4,,,272,98,.267,.333,.432,.765,.288
2012,4,Arizona Diamondbacks,109,701,611,,162,32,3,27,75,7,8,167,0,7,,,281,103,.265,.350,.460,.810,.318
2012,4,New York Mets,121,693,614,,162,41,0,38,69,3,3,155,0,7,,,317,109,.264,.338,.516,.854,.290
2012,4,Washington Nationals,120,712,636,,167,36,2,30,66,8,4,159,1,5,,,297,100,.263,.333,.467,.800,.303
2012,4,Los Angeles Angels,108,700,640,,168,28,3,29,50,2,8,170,0,2,,,289,104,.263,.323,.452,.775,.314
2012,4,Chicago Cubs,112,686,623,,161,34,3,37,53,7,6,180,0,4,,,312,117,.258,.321,.501,.822,.302
2012,4,Pittsburgh Pirates,134,685,623,,159,34,3,24,49,2,3,137,0,10,,,271,91,.255,.308,.435,.743,.286
2012,4,Houston Astros,117,685,618,,155,29,4,19,58,2,5,123,1,3,,,249,78,.251,.319,.403,.722,.284
2012,4,Minnesota Twins,142,709,609,,150,35,2,31,78,5,13,168,0,9,,,282,111,.246,.340,.463,.803,.284
2012,4,Atlanta Braves,144,692,585,,144,33,0,24,98,12,2,122,0,7,,,249,86,.246,.353,.426,.779,.269
2012,4,Cleveland Indians,114,705,608,,145,28,3,18,85,5,5,104,0,7,,,233,86,.238,.333,.383,.716,.258
2012,4,Tampa Bay Rays,139,696,619,,147,25,3,18,63,6,6,162,2,6,,,232,71,.237,.311,.375,.686,.290
2012,4,Seattle Mariners,136,691,610,,143,22,2,17,70,4,4,130,0,7,,,220,72,.234,.314,.361,.675,.268
2012,5,Chicago White Sox,145,678,646,,202,36,6,36,25,2,2,94,0,5,,,358,114,.313,.338,.554,.892,.319
2012,5,Arizona Diamondbacks,109,691,602,,176,49,2,23,77,4,7,139,0,5,,,298,103,.292,.376,.495,.871,.344
2012,5,Washington Nationals,120,697,634,,184,30,2,36,52,0,2,146,1,8,,,326,103,.290,.342,.514,.856,.322
2012,5,Minnesota Twins,142,687,614,,174,34,2,34,56,6,8,121,0,9,,,314,109,.283,.346,.511,.857,.299
2012,5,Miami Marlins,146,675,607,,169,41,1,30,54,6,2,145,1,10,,,302,101,.278,.334,.498,.832,.314
2012,5,Cleveland Indians,114,694,600,,166,39,1,16,77,11,5,104,3,9,,,255,79,.277,.359,.425,.784,.307
2012,5,Seattle Mariners,136,675,621,,171,32,1,31,45,1,3,134,3,3,,,298,103,.275,.326,.480,.806,.305
2012,5,Los Angeles Angels,108,683,636,,174,29,2,27,41,4,1,158,1,4,,,288,85,.274,.317,.453,.770,.323
2012,5,Boston Red Sox,111,689,647,,174,37,2,20,35,1,3,151,0,4,,,275,84,.269,.308,.425,.733,.321
2012,5,St. Louis Cardinals,138,707,637,,171,29,1,30,60,3,3,150,1,6,,,292,106,.268,.331,.458,.789,.305
2012,5,Philadelphia Phillies,143,691,608,,161,28,1,21,63,4,12,108,2,6,,,254,93,.265,.343,.418,.761,.289
2012,5,Texas Rangers,140,682,629,,162,40,3,15,45,1,3,105,0,5,,,253,69,.258,.308,.402,.710,.286
2012,5,Atlanta Braves,144,680,593,,152,36,1,20,74,4,7,138,0,6,,,250,103,.256,.343,.422,.765,.299
2012,5,Chicago Cubs,112,670,615,,157,36,3,16,51,3,3,137,0,1,,,247,68,.255,.315,.402,.717,.305
2012,5,New York Yankees,147,691,605,,154,26,2,35,69,1,5,126,0,12,,,289,116,.255,.330,.478,.808,.261
2012,5,Cincinnati Reds,113,682,609,,155,36,7,33,61,7,4,157,0,8,,,304,114,.255,.323,.499,.822,.286
2012,5,Milwaukee Brewers,158,695,618,,157,38,4,30,61,5,10,146,2,4,,,293,96,.254,.329,.474,.803,.285
2012,5,Los Angeles Dodgers,119,684,618,,157,31,4,14,54,6,3,120,4,5,,,238,82,.254,.315,.385,.700,.292
2012,5,Detroit Tigers,116,683,644,,162,27,3,18,27,1,5,133,1,6,,,249,78,.252,.284,.387,.671,.289
2012,5,Pittsburgh Pirates,134,671,604,,151,24,0,22,59,3,2,147,1,5,,,241,87,.250,.316,.399,.715,.293
2012,5,Toronto Blue Jays,141,675,615,,153,27,3,22,43,2,8,141,2,7,,,252,81,.249,.303,.410,.713,.285
2012,5,Kansas City Royals,118,686,648,,161,31,2,16,31,5,3,101,0,4,,,244,65,.248,.284,.377,.661,.271
2012,5,San Diego Padres,135,677,602,,149,30,4,16,65,2,3,120,1,6,,,235,82,.248,.321,.390,.711,.282
2012,5,San Francisco Giants,137,690,623,,154,37,4,14,47,6,5,126,2,13,,,241,102,.247,.299,.387,.686,.282
2012,5,New York Mets,121,681,616,,152,29,4,15,59,4,4,141,0,2,,,234,79,.247,.316,.380,.696,.297
2012,5,Houston Astros,117,673,610,,148,29,4,16,53,2,9,161,0,1,,,233,67,.243,.312,.382,.694,.304
2012,5,Tampa Bay Rays,139,682,596,,141,31,3,22,70,5,5,122,2,9,,,244,77,.237,.318,.409,.727,.258
2012,5,Baltimore Orioles,110,689,617,,144,28,1,28,62,2,5,156,1,4,,,258,86,.233,.307,.418,.725,.265
2012,5,Oakland Athletics,133,682,591,,137,39,1,30,80,4,7,193,0,4,,,268,89,.232,.328,.453,.781,.288
2012,5,Colorado Rockies,115,692,608,,137,42,4,15,63,1,4,131,4,9,,,232,81,.225,.298,.382,.680,.259
2012,6,St. Louis Cardinals,138,689,617,,193,36,1,21,57,3,10,87,3,2,,,294,81,.313,.379,.476,.855,.337
2012,6,Colorado Rockies,115,676,623,,182,44,8,17,43,2,3,126,1,6,,,293,91,.292,.338,.470,.808,.340
2012,6,San Diego Padres,135,667,596,,174,36,6,15,59,6,7,116,3,2,,,267,62,.292,.361,.448,.809,.340
2012,6,Arizona Diamondbacks,109,677,594,,171,32,3,26,71,6,5,147,1,6,,,287,112,.288,.365,.483,.848,.340
2012,6,San Francisco Giants,137,676,606,,174,33,6,6,57,5,7,128,0,6,,,237,67,.287,.352,.391,.743,.351
2012,6,Los Angeles Angels,108,667,597,,164,36,2,15,54,1,3,91,6,7,,,249,58,.275,.334,.417,.751,.299
2012,6,Atlanta Braves,144,668,596,,163,31,1,27,62,2,5,130,1,3,,,277,87,.273,.345,.465,.810,.308
2012,6,Texas Rangers,140,671,599,,161,29,1,19,60,4,7,117,1,4,,,249,81,.269,.340,.416,.756,.304
2012,6,Boston Red Sox,111,669,595,,159,38,4,31,62,1,6,166,0,6,,,298,93,.267,.339,.501,.840,.317
2012,6,Washington Nationals,120,673,616,,164,42,3,18,47,2,6,162,2,2,,,266,73,.266,.323,.432,.755,.333
2012,6,Chicago White Sox,145,660,609,,162,24,9,25,34,6,11,102,1,5,,,279,77,.266,.314,.458,.772,.281
2012,6,Kansas City Royals,118,666,612,,162,35,1,19,38,2,10,112,0,6,,,256,65,.265,.315,.418,.733,.294
2012,6,Cincinnati Reds,113,662,601,,158,38,3,27,50,1,6,141,3,2,,,283,84,.263,.325,.471,.796,.301
2012,6,Baltimore Orioles,110,669,576,,149,29,1,27,75,2,9,170,3,6,,,261,82,.259,.350,.453,.803,.317
2012,6,Minnesota Twins,142,676,627,,159,33,1,20,38,4,5,140,0,6,,,254,78,.254,.299,.405,.704,.294
2012,6,Milwaukee Brewers,158,671,596,,151,35,2,16,59,3,11,145,1,4,,,238,73,.253,.330,.399,.729,.308
2012,6,Los Angeles Dodgers,119,660,601,,152,32,1,14,46,4,7,93,2,4,,,228,75,.253,.312,.379,.691,.277
2012,6,Oakland Athletics,133,665,602,,151,27,0,32,57,3,2,148,0,4,,,274,99,.251,.316,.455,.771,.279
2012,6,Toronto Blue Jays,141,661,605,,149,27,1,19,40,2,3,140,7,6,,,235,61,.246,.294,.388,.682,.288
2012,6,Pittsburgh Pirates,134,648,586,,142,30,3,25,56,4,3,175,1,2,,,253,80,.242,.311,.432,.743,.302
2012,6,Miami Marlins,146,660,612,,148,29,3,19,41,5,4,128,2,1,,,240,65,.242,.293,.392,.685,.277
2012,6,Houston Astros,117,658,602,,145,21,5,22,45,4,9,163,0,2,,,242,64,.241,.302,.402,.704,.294
2012,6,Tampa Bay Rays,139,665,589,,141,29,3,24,60,3,6,129,4,6,,,248,84,.239,.313,.421,.734,.265
2012,6,Philadelphia Phillies,143,674,612,,144,30,0,17,51,4,5,146,0,6,,,225,80,.235,.297,.368,.665,.279
2012,6,Detroit Tigers,116,670,604,,142,30,4,11,55,5,5,125,0,6,,,213,58,.235,.301,.353,.654,.276
2012,6,Cleveland Indians,114,674,611,,143,20,2,20,52,2,6,128,3,2,,,227,66,.234,.300,.372,.672,.265
2012,6,Chicago Cubs,112,647,586,,135,32,1,11,55,3,4,141,0,2,,,202,50,.230,.300,.345,.645,.284
2012,6,New York Yankees,147,673,589,,134,31,3,24,69,5,5,146,2,8,,,243,74,.228,.310,.413,.723,.258
2012,6,Seattle Mariners,136,661,592,,130,23,4,24,60,3,2,139,2,5,,,233,65,.220,.291,.394,.685,.244
2012,6,New York Mets,121,660,588,,127,26,2,22,62,3,5,153,1,4,,,223,79,.216,.294,.379,.673,.252
2012,7,Los Angeles Angels,108,649,595,,170,31,1,14,42,0,6,90,3,3,,,245,71,.286,.337,.412,.749,.316
2012,7,Texas Rangers,140,656,589,,165,32,4,26,53,8,6,138,4,2,,,283,90,.280,.345,.480,.825,.326
2012,7,Milwaukee Brewers,158,658,594,,166,29,5,27,50,0,7,153,4,3,,,286,108,.279,.341,.481,.822,.333
2012,7,Tampa Bay Rays,139,650,587,,161,40,2,13,51,2,7,137,3,2,,,244,70,.274,.338,.416,.754,.337
2012,7,Los Angeles Dodgers,119,641,579,,158,34,2,15,48,3,7,109,4,3,,,241,68,.273,.334,.416,.750,.312
2012,7,Philadelphia Phillies,143,655,601,,164,35,3,20,46,3,2,103,2,4,,,265,77,.273,.325,.441,.766,.299
2012,7,Colorado Rockies,115,654,613,,166,37,1,26,29,1,4,131,3,3,,,283,96,.271,.307,.462,.769,.305
2012,7,New York Yankees,147,659,582,,156,35,1,34,63,5,6,124,2,6,,,295,108,.268,.342,.507,.849,.284
2012,7,San Francisco Giants,137,653,594,,154,30,4,10,45,4,5,127,3,6,,,222,72,.259,.314,.374,.688,.311
2012,7,Arizona Diamondbacks,109,654,589,,152,35,2,15,51,5,4,152,2,8,,,236,73,.258,.317,.401,.718,.319
2012,7,St. Louis Cardinals,138,669,611,,157,27,7,9,48,4,3,128,4,3,,,225,61,.257,.313,.368,.681,.310
2012,7,Cincinnati Reds,113,642,589,,150,29,8,22,40,2,5,138,2,6,,,261,80,.255,.305,.443,.748,.294
2012,7,Atlanta Braves,144,651,586,,149,29,3,19,58,6,6,153,0,1,,,241,76,.254,.327,.411,.738,.313
2012,7,Detroit Tigers,116,651,597,,151,41,1,13,46,0,4,133,3,1,,,233,70,.253,.310,.390,.700,.305
2012,7,Kansas City Royals,118,648,596,,149,35,2,14,39,7,8,115,4,1,,,230,64,.250,.304,.386,.690,.288
2012,7,Washington Nationals,120,655,591,,147,27,1,21,50,7,8,166,3,3,,,239,75,.249,.314,.404,.718,.310
2012,7,Oakland Athletics,133,654,593,,147,32,0,25,50,1,10,153,1,0,,,254,81,.248,.317,.428,.745,.294
2012,7,New York Mets,121,639,572,,141,32,3,17,53,1,5,130,6,2,,,230,70,.247,.315,.402,.717,.290
2012,7,Cleveland Indians,114,654,598,,146,25,0,16,45,1,6,104,2,3,,,219,67,.244,.302,.366,.668,.270
2012,7,Baltimore Orioles,110,646,578,,141,24,0,34,59,6,5,162,3,1,,,267,94,.244,.319,.462,.781,.279
2012,7,Chicago White Sox,145,645,592,,144,23,2,17,37,0,7,126,1,8,,,222,85,.243,.292,.375,.667,.278
2012,7,Houston Astros,117,641,581,,136,21,4,20,41,2,10,150,4,5,,,225,58,.234,.294,.387,.681,.279
2012,7,Chicago Cubs,112,627,571,,132,33,3,16,49,2,5,121,0,2,,,219,59,.231,.297,.384,.681,.266
2012,7,Pittsburgh Pirates,134,629,566,,130,26,1,18,42,1,12,132,2,7,,,212,60,.230,.293,.375,.668,.265
2012,7,Seattle Mariners,136,643,604,,138,33,1,12,35,1,0,165,2,2,,,209,52,.228,.270,.346,.616,.294
2012,7,Boston Red Sox,111,652,595,,135,29,1,17,48,1,3,146,2,4,,,217,62,.227,.286,.365,.651,.271
2012,7,Miami Marlins,146,644,575,,129,27,7,11,54,3,4,114,4,7,,,203,46,.224,.292,.353,.645,.258
2012,7,Toronto Blue Jays,141,647,602,,131,27,1,11,33,2,4,134,4,4,,,193,48,.218,.261,.321,.582,.260
2012,7,Minnesota Twins,142,655,601,,129,30,0,12,41,0,5,133,0,8,,,195,56,.215,.267,.324,.591,.252
2012,7,San Diego Padres,135,648,585,,123,26,4,10,57,3,2,129,1,3,,,187,54,.210,.281,.320,.601,.252
2012,8,Colorado Rockies,115,626,570,,179,30,9,14,45,13,2,118,4,5,,,269,67,.314,.363,.472,.835,.372
2012,8,St. Louis Cardinals,138,648,577,,162,31,12,11,56,10,2,110,6,7,,,250,66,.281,.343,.433,.776,.326
2012,8,Kansas City Royals,118,632,566,,150,30,7,6,49,3,2,88,7,8,,,212,49,.265,.322,.375,.697,.300
2012,8,Boston Red Sox,111,634,584,,152,38,1,13,36,2,3,146,7,4,,,231,68,.260,.305,.396,.701,.324
2012,8,Chicago White Sox,145,628,582,,151,19,1,16,34,3,5,132,4,3,,,220,64,.259,.304,.378,.682,.309
2012,8,Milwaukee Brewers,158,638,576,,149,21,6,14,41,5,5,100,13,3,,,224,62,.259,.312,.389,.701,.290
2012,8,Toronto Blue Jays,141,629,577,,149,32,3,20,39,6,1,155,5,7,,,247,78,.258,.303,.428,.731,.315
2012,8,Texas Rangers,140,643,560,,144,29,1,26,64,9,10,148,3,6,,,253,84,.257,.341,.452,.793,.301
2012,8,Philadelphia Phillies,143,631,589,,148,38,3,14,29,8,6,110,4,3,,,234,60,.251,.292,.397,.689,.286
2012,8,Cincinnati Reds,113,624,551,,137,24,0,9,60,17,3,80,7,3,,,188,45,.249,.324,.341,.665,.275
2012,8,Detroit Tigers,116,633,556,,138,25,2,12,65,5,4,115,5,3,,,203,62,.248,.330,.365,.695,.292
2012,8,Houston Astros,117,611,544,,135,28,1,15,59,7,6,134,1,1,,,210,64,.248,.328,.386,.714,.303
2012,8,Minnesota Twins,142,639,577,,143,23,5,9,40,0,10,119,8,4,,,203,54,.248,.306,.352,.658,.296
