season,slot,team,teamId,plateAppearances,atBats,runs,hits,doubles,triples,homeRuns,baseOnBalls,intentionalWalks,hitByPitch,strikeOuts,sacBunts,sacFlies,stolenBases,caughtStealing,totalBases,rbi,avg,obp,slg,ops,babip
2018,1,Colorado Rockies,115,760,688,,194,47,4,25,59,2,4,128,3,6,,,324,73,.282,.339,.471,.810,.312
2018,1,Milwaukee Brewers,158,762,679,,190,35,5,22,77,2,5,158,0,1,,,301,61,.280,.357,.443,.800,.336
2018,1,Cleveland Indians,114,774,691,,192,45,2,37,66,6,11,115,3,3,,,352,96,.278,.349,.509,.858,.286
2018,1,Atlanta Braves,144,760,682,,180,32,6,29,63,2,10,140,1,4,,,311,90,.264,.333,.456,.789,.292
2018,1,Arizona Diamondbacks,109,751,677,,178,29,8,15,47,1,19,141,3,5,,,268,68,.263,.326,.396,.722,.310
2018,1,Miami Marlins,146,746,674,,176,31,1,13,54,2,15,145,0,2,,,248,45,.261,.329,.368,.697,.315
2018,1,Minnesota Twins,142,748,682,,177,34,2,12,59,4,4,125,0,3,,,251,63,.260,.321,.368,.689,.301
2018,1,Toronto Blue Jays,141,747,682,,176,47,3,26,59,1,3,192,1,2,,,307,82,.258,.319,.450,.769,.322
2018,1,Pittsburgh Pirates,134,744,688,,177,35,6,17,38,3,9,142,1,8,,,275,66,.257,.301,.400,.701,.298
2018,1,Tampa Bay Rays,139,756,673,,172,30,5,16,65,2,11,135,2,5,,,260,77,.256,.329,.386,.715,.296
2018,1,Philadelphia Phillies,143,745,643,,164,19,4,18,95,3,4,156,1,2,,,245,60,.255,.353,.381,.734,.310
2018,1,Cincinnati Reds,113,762,680,,173,43,4,15,65,4,9,135,4,4,,,269,59,.254,.326,.396,.722,.296
2018,1,New York Mets,121,752,658,,167,30,9,22,72,2,17,168,1,4,,,281,71,.254,.341,.427,.768,.307
2018,1,Houston Astros,117,749,659,,167,30,0,24,76,0,6,139,0,4,,,269,78,.253,.334,.408,.742,.286
2018,1,New York Yankees,147,765,648,,162,25,6,27,97,0,10,120,4,6,,,280,69,.250,.353,.432,.785,.266
2018,1,St. Louis Cardinals,138,756,642,,160,37,0,38,102,16,8,181,0,3,,,311,81,.249,.358,.484,.842,.286
2018,1,Los Angeles Dodgers,119,771,681,,169,38,5,33,73,0,10,167,2,5,,,316,80,.248,.328,.464,.792,.280
2018,1,Texas Rangers,140,754,646,,159,33,3,21,93,3,9,167,3,3,,,261,59,.246,.348,.404,.752,.299
2018,1,Chicago White Sox,145,745,673,,160,36,4,21,61,0,5,218,4,2,,,267,69,.238,.305,.397,.702,.319
2018,1,San Diego Padres,135,737,668,,158,32,6,13,59,0,4,148,2,4,,,241,52,.237,.301,.361,.662,.284
2018,1,Oakland Athletics,133,769,688,,162,37,4,18,69,2,6,172,1,5,,,261,64,.235,.309,.379,.688,.286
2018,1,San Francisco Giants,137,743,673,,154,26,4,20,57,3,5,173,2,6,,,248,57,.229,.291,.368,.659,.276
2018,1,Los Angeles Angels,108,745,664,,148,35,3,26,63,2,8,131,1,8,,,267,67,.223,.295,.402,.697,.237
2018,1,Baltimore Orioles,110,740,664,,148,22,0,17,62,1,8,165,3,3,,,221,50,.223,.296,.333,.629,.270
2018,1,Detroit Tigers,116,736,659,,144,30,2,15,66,2,7,190,0,4,,,223,51,.219,.295,.338,.633,.282
2018,2,Milwaukee Brewers,158,746,651,,203,35,7,37,83,4,9,155,0,3,,,363,112,.312,.395,.558,.953,.359
2018,2,Chicago Cubs,112,763,698,,212,53,5,28,49,5,8,138,1,5,,,359,100,.304,.354,.514,.868,.343
2018,2,Houston Astros,117,739,642,,185,46,2,34,84,0,10,95,1,2,,,337,114,.288,.378,.525,.903,.293
2018,2,Seattle Mariners,136,729,671,,189,36,5,10,42,0,4,99,5,7,,,265,73,.282,.325,.395,.720,.315
2018,2,St. Louis Cardinals,138,740,664,,186,38,1,20,61,1,9,153,3,3,,,286,67,.280,.347,.431,.778,.336
2018,2,Atlanta Braves,144,737,686,,191,46,4,24,38,0,7,133,2,4,,,317,68,.278,.321,.462,.783,.313
2018,2,Los Angeles Dodgers,119,755,644,,179,46,2,33,95,5,11,135,1,4,,,328,86,.278,.378,.509,.887,.304
2018,2,Colorado Rockies,115,741,677,,185,27,6,22,50,0,7,130,3,4,,,290,69,.273,.328,.428,.756,.308
2018,2,Baltimore Orioles,110,723,663,,181,31,2,27,50,1,7,145,2,1,,,297,69,.273,.330,.448,.778,.313
2018,2,Tampa Bay Rays,139,735,641,,174,25,5,19,74,1,13,150,2,5,,,266,71,.271,.356,.415,.771,.325
2018,2,Cleveland Indians,114,755,682,,185,38,2,18,60,0,5,104,2,5,,,281,80,.271,.332,.412,.744,.296
2018,2,Cincinnati Reds,113,749,675,,183,28,2,21,48,3,12,124,7,7,,,278,75,.271,.327,.412,.739,.302
2018,2,Minnesota Twins,142,735,657,,178,36,3,17,69,4,3,128,2,4,,,271,79,.271,.341,.412,.753,.312
2018,2,Los Angeles Angels,108,723,614,,165,37,4,27,93,12,11,130,2,2,,,291,75,.269,.374,.474,.848,.301
2018,2,Boston Red Sox,111,754,669,,179,43,5,16,75,1,2,138,2,6,,,280,91,.268,.340,.419,.759,.313
2018,2,Arizona Diamondbacks,109,735,656,,174,33,4,29,71,5,4,136,0,4,,,302,72,.265,.339,.460,.799,.293
2018,2,New York Mets,121,743,681,,179,36,8,22,51,2,6,166,3,2,,,297,84,.263,.319,.436,.755,.317
2018,2,Washington Nationals,120,752,666,,175,35,2,22,76,2,6,148,2,2,,,280,82,.263,.343,.420,.763,.307
2018,2,New York Yankees,147,746,631,,164,34,0,39,101,3,6,224,0,8,,,315,96,.260,.363,.499,.862,.332
2018,2,Texas Rangers,140,736,638,,164,30,3,21,78,0,10,153,5,5,,,263,73,.257,.345,.412,.757,.305
2018,2,Pittsburgh Pirates,134,725,648,,166,38,3,26,56,7,13,132,1,7,,,288,78,.256,.325,.444,.769,.282
2018,2,Oakland Athletics,133,751,675,,170,45,2,23,63,0,8,177,1,4,,,288,74,.252,.321,.427,.748,.307
2018,2,Kansas City Royals,118,724,641,,159,38,3,19,64,1,9,162,4,6,,,260,80,.248,.322,.406,.728,.300
2018,2,Detroit Tigers,116,724,656,,162,37,6,18,56,0,8,166,2,2,,,265,65,.247,.313,.404,.717,.304
2018,2,Miami Marlins,146,731,658,,162,28,4,20,55,1,12,136,1,4,,,258,65,.246,.314,.392,.706,.281
2018,2,San Francisco Giants,137,729,653,,159,27,3,13,64,5,7,134,3,2,,,231,52,.243,.317,.354,.671,.287
2018,2,Toronto Blue Jays,141,728,670,,161,45,3,25,49,3,4,175,1,4,,,287,77,.240,.294,.428,.722,.287
2018,2,San Diego Padres,135,725,659,,156,28,3,17,60,4,2,163,1,3,,,241,71,.237,.301,.366,.667,.288
2018,2,Chicago White Sox,145,727,676,,160,44,10,8,39,0,6,179,3,3,,,248,55,.237,.283,.367,.650,.309
2018,2,Philadelphia Phillies,143,732,629,,135,34,0,26,90,1,5,167,0,7,,,247,81,.215,.315,.393,.708,.246
2018,3,Atlanta Braves,144,724,634,,194,44,4,23,77,12,7,135,0,6,,,315,101,.306,.384,.497,.881,.355
2018,3,Houston Astros,117,715,625,,186,38,2,24,74,6,9,118,2,5,,,300,87,.298,.377,.480,.857,.332
2018,3,Cincinnati Reds,113,730,607,,180,33,4,17,111,4,8,128,0,4,,,272,86,.297,.410,.448,.858,.350
2018,3,Baltimore Orioles,110,704,639,,188,32,3,32,56,12,2,111,1,6,,,322,93,.294,.350,.504,.854,.311
2018,3,Seattle Mariners,136,710,634,,184,34,5,21,63,5,10,121,0,3,,,291,92,.290,.362,.459,.821,.329
2018,3,Boston Red Sox,111,736,651,,186,28,3,39,69,4,5,155,0,11,,,337,142,.286,.353,.518,.871,.314
2018,3,Detroit Tigers,116,709,629,,179,47,4,23,67,9,7,149,0,6,,,303,93,.285,.357,.482,.839,.337
2018,3,Colorado Rockies,115,723,632,,178,37,4,43,81,9,2,147,0,8,,,352,126,.282,.361,.557,.918,.300
2018,3,Los Angeles Angels,108,709,595,,167,23,1,43,96,15,11,178,0,7,,,321,98,.281,.386,.539,.925,.325
2018,3,Cleveland Indians,114,730,608,,170,39,4,40,108,15,8,82,0,6,,,337,110,.280,.392,.554,.946,.264
2018,3,Arizona Diamondbacks,109,720,622,,167,33,6,31,89,4,4,169,0,4,,,305,88,.268,.362,.490,.852,.319
2018,3,Chicago Cubs,112,745,652,,175,37,1,20,71,4,16,131,1,5,,,274,90,.268,.352,.420,.772,.306
2018,3,Chicago White Sox,145,710,644,,171,41,1,27,46,7,13,161,0,7,,,295,97,.266,.324,.458,.782,.311
2018,3,Pittsburgh Pirates,134,711,637,,169,33,9,28,61,3,3,136,0,8,,,304,99,.265,.329,.477,.806,.293
2018,3,Miami Marlins,146,713,641,,170,36,3,17,54,3,9,152,0,8,,,263,78,.265,.327,.410,.737,.319
2018,3,New York Mets,121,726,645,,171,41,2,21,67,4,7,148,0,7,,,279,95,.265,.337,.433,.770,.311
2018,3,San Francisco Giants,137,716,633,,166,33,4,17,67,2,7,128,0,9,,,258,64,.262,.335,.408,.743,.300
2018,3,Oakland Athletics,133,734,643,,168,35,1,27,85,1,3,146,0,3,,,286,101,.261,.349,.445,.794,.298
2018,3,Washington Nationals,120,732,591,,154,32,1,36,126,15,4,147,0,11,,,296,109,.261,.388,.501,.889,.282
2018,3,San Diego Padres,135,711,652,,168,44,1,27,54,3,1,168,0,4,,,295,80,.258,.314,.452,.766,.306
2018,3,Los Angeles Dodgers,119,745,655,,167,27,4,24,69,3,14,141,1,6,,,274,96,.255,.336,.418,.754,.288
2018,3,Tampa Bay Rays,139,720,629,,158,33,5,18,70,1,13,181,2,6,,,255,83,.251,.336,.405,.741,.321
2018,3,Minnesota Twins,142,719,652,,162,39,5,22,60,4,3,174,0,4,,,277,101,.248,.313,.425,.738,.304
2018,3,Milwaukee Brewers,158,728,638,,158,30,0,30,70,1,7,180,0,13,,,278,110,.248,.323,.436,.759,.290
2018,3,Kansas City Royals,118,709,645,,159,34,2,34,43,5,14,137,0,7,,,299,99,.247,.305,.464,.769,.260
2018,3,St. Louis Cardinals,138,720,639,,155,32,1,22,67,2,6,154,0,8,,,255,94,.243,.317,.399,.716,.282
2018,3,Philadelphia Phillies,143,712,653,,158,30,3,23,51,1,5,171,1,2,,,263,85,.242,.301,.403,.704,.293
2018,3,Texas Rangers,140,715,655,,156,30,4,14,50,0,4,127,2,4,,,236,81,.238,.295,.360,.655,.274
2018,3,Toronto Blue Jays,141,706,612,,141,34,1,25,86,1,5,155,0,3,,,252,77,.230,.329,.412,.741,.267
2018,3,New York Yankees,147,732,647,,149,26,4,27,71,2,7,156,1,6,,,264,93,.230,.311,.408,.719,.260
2018,4,Boston Red Sox,111,715,629,,196,51,4,37,75,10,5,160,0,6,,,366,126,.312,.386,.582,.968,.363
2018,4,Colorado Rockies,115,703,649,,195,42,6,35,47,4,3,161,1,3,,,354,127,.300,.349,.545,.894,.351
2018,4,New York Yankees,147,715,613,,182,34,3,44,83,6,6,158,0,13,,,354,131,.297,.379,.577,.956,.325
2018,4,Atlanta Braves,144,713,626,,183,42,2,13,76,10,2,82,0,9,,,268,89,.292,.366,.428,.794,.315
2018,4,Cincinnati Reds,113,712,643,,183,28,0,35,55,5,7,157,3,4,,,316,111,.285,.346,.491,.837,.325
2018,4,Washington Nationals,120,719,627,,178,45,3,34,76,6,10,119,0,6,,,331,114,.284,.367,.528,.895,.300
2018,4,St. Louis Cardinals,138,707,654,,180,21,2,26,45,2,3,142,0,4,,,283,94,.275,.323,.433,.756,.314
2018,4,Toronto Blue Jays,141,691,618,,169,33,0,43,61,2,5,162,0,7,,,331,103,.273,.340,.536,.876,.300
2018,4,Chicago Cubs,112,724,646,,175,38,2,26,61,12,9,124,0,8,,,295,109,.271,.338,.457,.795,.296
2018,4,Arizona Diamondbacks,109,704,635,,172,35,6,31,55,9,8,167,0,6,,,312,107,.271,.334,.491,.825,.318
2018,4,Texas Rangers,140,701,625,,169,35,3,24,53,4,13,148,0,10,,,282,101,.270,.335,.451,.786,.313
2018,4,Los Angeles Dodgers,119,734,649,,174,34,5,35,75,7,2,170,0,8,,,323,103,.268,.342,.498,.840,.308
2018,4,Cleveland Indians,114,713,619,,164,30,2,28,77,2,5,130,1,11,,,282,125,.265,.346,.456,.802,.288
2018,4,Tampa Bay Rays,139,704,627,,166,35,3,32,57,1,11,172,0,9,,,303,98,.265,.332,.483,.815,.310
2018,4,San Francisco Giants,137,699,625,,160,34,2,17,64,9,7,139,0,3,,,249,66,.256,.330,.398,.728,.303
2018,4,Los Angeles Angels,108,697,641,,163,22,1,27,45,3,6,129,0,5,,,268,102,.254,.307,.418,.725,.278
2018,4,Pittsburgh Pirates,134,696,622,,158,30,3,13,60,2,5,143,1,8,,,233,76,.254,.321,.375,.696,.306
2018,4,Minnesota Twins,142,698,624,,156,42,0,23,65,2,4,158,2,3,,,267,82,.250,.323,.428,.751,.298
2018,4,Houston Astros,117,703,632,,158,28,2,18,52,3,4,131,1,14,,,244,96,.250,.305,.386,.691,.282
2018,4,Baltimore Orioles,110,690,646,,160,21,1,29,30,0,4,160,0,10,,,270,89,.248,.281,.418,.699,.281
2018,4,Kansas City Royals,118,692,633,,156,32,2,31,42,1,10,157,0,7,,,285,103,.246,.301,.450,.751,.277
2018,4,Seattle Mariners,136,696,615,,151,22,0,39,60,4,16,142,0,5,,,290,118,.246,.326,.472,.798,.255
2018,4,Detroit Tigers,116,692,628,,152,26,3,19,53,2,3,137,1,7,,,241,89,.242,.301,.384,.685,.278
2018,4,Miami Marlins,146,692,604,,146,17,4,23,79,5,5,164,0,4,,,240,74,.242,.332,.397,.729,.292
2018,4,San Diego Padres,135,694,629,,152,31,3,19,58,5,5,183,0,2,,,246,70,.242,.310,.391,.701,.310
2018,4,Oakland Athletics,133,717,630,,152,33,1,49,67,5,13,192,0,7,,,334,125,.241,.324,.530,.854,.260
2018,4,Milwaukee Brewers,158,711,615,,146,30,0,40,85,10,6,147,1,3,,,296,108,.237,.334,.481,.815,.246
2018,4,Philadelphia Phillies,143,695,573,,136,29,2,25,110,6,6,128,0,6,,,244,85,.237,.363,.426,.789,.261
2018,4,Chicago White Sox,145,696,618,,133,23,1,32,68,3,8,203,0,2,,,254,79,.215,.300,.411,.711,.262
2018,4,New York Mets,121,706,613,,125,25,1,21,79,4,4,161,0,10,,,215,77,.204,.295,.351,.646,.236
2018,5,Washington Nationals,120,704,632,,191,37,2,30,67,10,3,135,1,1,,,322,93,.302,.371,.509,.880,.344
2018,5,Tampa Bay Rays,139,691,617,,179,39,6,17,51,4,12,157,1,10,,,281,84,.290,.351,.455,.806,.358
2018,5,Milwaukee Brewers,158,689,625,,178,31,4,26,52,3,3,154,1,6,,,295,87,.285,.340,.472,.812,.337
2018,5,Pittsburgh Pirates,134,678,606,,171,35,4,14,59,4,7,117,0,6,,,256,79,.282,.350,.422,.772,.326
2018,5,Los Angeles Dodgers,119,713,624,,176,33,6,29,81,6,5,157,0,3,,,308,101,.282,.367,.494,.861,.333
2018,5,Boston Red Sox,111,703,624,,171,45,4,19,65,4,7,132,0,7,,,281,101,.274,.346,.450,.796,.317
2018,5,Miami Marlins,146,668,610,,164,33,2,12,49,3,7,133,1,1,,,237,67,.269,.330,.389,.719,.326
2018,5,Cincinnati Reds,113,696,615,,165,27,5,27,69,8,5,158,1,6,,,283,98,.268,.344,.460,.804,.317
2018,5,Atlanta Braves,144,699,616,,162,41,1,24,59,1,16,123,1,7,,,277,95,.263,.340,.450,.790,.290
2018,5,Houston Astros,117,685,613,,161,34,2,24,59,3,5,113,2,5,,,271,96,.263,.330,.442,.772,.285
2018,5,Colorado Rockies,115,685,610,,159,36,5,28,63,4,9,173,0,3,,,289,80,.261,.337,.474,.811,.318
2018,5,Chicago White Sox,145,677,615,,158,19,5,33,48,2,7,191,1,6,,,286,87,.257,.315,.465,.780,.315
2018,5,St. Louis Cardinals,138,694,620,,159,25,1,26,54,1,12,145,0,8,,,264,106,.256,.324,.426,.750,.291
2018,5,Cleveland Indians,114,703,622,,158,23,1,28,63,2,13,154,1,3,,,267,92,.254,.334,.429,.763,.293
2018,5,Philadelphia Phillies,143,682,612,,151,31,2,30,59,2,6,138,1,4,,,276,95,.247,.317,.451,.768,.270
2018,5,San Francisco Giants,137,686,631,,155,37,4,16,47,8,6,162,0,2,,,248,74,.246,.303,.393,.696,.305
2018,5,San Diego Padres,135,678,620,,151,23,2,28,46,2,6,182,3,3,,,262,74,.244,.301,.423,.724,.298
2018,5,Oakland Athletics,133,694,609,,147,37,2,29,72,2,10,172,0,3,,,275,86,.241,.330,.452,.782,.287
2018,5,Los Angeles Angels,108,682,618,,149,26,3,25,56,2,4,135,0,4,,,256,70,.241,.306,.414,.720,.268
2018,5,Detroit Tigers,116,673,617,,146,33,4,15,48,2,4,136,1,3,,,232,61,.237,.295,.376,.671,.279
2018,5,Chicago Cubs,112,710,609,,144,26,8,14,78,7,12,165,5,6,,,228,71,.236,.332,.374,.706,.298
2018,5,New York Yankees,147,702,632,,149,35,4,35,57,3,8,149,1,4,,,297,102,.236,.305,.470,.775,.252
2018,5,Toronto Blue Jays,141,678,612,,143,40,2,23,48,1,8,138,1,9,,,256,69,.234,.294,.418,.712,.261
2018,5,Minnesota Twins,142,688,628,,146,38,5,29,52,2,3,166,1,4,,,281,99,.232,.293,.447,.740,.268
2018,5,Kansas City Royals,118,669,605,,139,30,3,19,53,1,8,153,1,2,,,232,59,.230,.299,.383,.682,.276
2018,5,New York Mets,121,689,597,,136,24,3,21,74,5,12,140,0,6,,,229,63,.228,.322,.384,.706,.260
2018,5,Texas Rangers,140,685,607,,138,23,4,37,60,3,15,172,0,3,,,280,99,.227,.311,.461,.772,.252
2018,5,Baltimore Orioles,110,673,610,,136,31,2,18,52,1,7,187,0,4,,,225,64,.223,.290,.369,.659,.289
2018,5,Seattle Mariners,136,677,609,,135,30,1,20,58,3,4,144,0,6,,,227,73,.222,.291,.373,.664,.255
2018,5,Arizona Diamondbacks,109,691,613,,134,34,8,17,66,3,4,163,0,7,,,235,77,.219,.296,.383,.679,.266
2018,6,Pittsburgh Pirates,134,659,585,,162,35,5,25,61,4,8,117,0,5,,,282,82,.277,.351,.482,.833,.306
2018,6,Oakland Athletics,133,676,605,,165,32,2,29,54,2,15,126,0,2,,,288,85,.273,.346,.476,.822,.301
2018,6,Texas Rangers,140,667,591,,161,48,1,21,65,1,8,166,2,1,,,274,76,.272,.352,.464,.816,.346
2018,6,New York Yankees,147,680,593,,161,29,2,26,69,2,8,135,0,10,,,272,97,.272,.350,.459,.809,.305
2018,6,Tampa Bay Rays,139,675,602,,162,24,9,9,54,2,14,150,2,3,,,231,63,.269,.342,.384,.726,.343
2018,6,Chicago White Sox,145,657,606,,160,34,4,25,45,2,3,165,1,2,,,277,80,.264,.317,.457,.774,.323
2018,6,Colorado Rockies,115,669,614,,162,31,4,20,43,3,7,137,2,3,,,261,95,.264,.318,.425,.743,.309
2018,6,New York Mets,121,670,588,,155,29,2,29,71,2,8,154,1,2,,,275,88,.264,.350,.468,.818,.310
2018,6,San Francisco Giants,137,665,604,,157,34,2,18,45,3,8,143,0,8,,,249,94,.260,.316,.412,.728,.308
2018,6,Cleveland Indians,114,684,602,,156,31,1,22,70,4,7,133,1,4,,,255,89,.259,.341,.424,.765,.297
2018,6,Los Angeles Angels,108,666,625,,161,30,4,15,29,0,7,117,0,4,,,244,81,.258,.296,.390,.686,.294
2018,6,Atlanta Braves,144,690,631,,159,31,4,18,48,2,7,154,2,2,,,252,81,.252,.311,.399,.710,.306
2018,6,Houston Astros,117,667,588,,147,29,2,23,68,1,5,138,2,3,,,249,93,.250,.331,.423,.754,.288
2018,6,Washington Nationals,120,684,598,,147,33,2,21,73,9,5,152,2,6,,,247,91,.246,.330,.413,.743,.292
2018,6,Chicago Cubs,112,691,599,,147,25,2,19,77,13,8,176,3,4,,,233,72,.245,.337,.389,.726,.314
2018,6,Seattle Mariners,136,658,598,,145,22,5,27,46,2,9,161,0,5,,,258,76,.242,.304,.431,.735,.284
2018,6,Cincinnati Reds,113,673,587,,142,28,1,20,71,2,12,139,2,1,,,232,73,.242,.335,.395,.730,.284
2018,6,Detroit Tigers,116,648,597,,144,27,2,15,41,0,4,154,2,4,,,220,71,.241,.293,.369,.662,.299
2018,6,Boston Red Sox,111,682,620,,149,24,0,20,59,4,2,137,0,1,,,233,76,.240,.308,.376,.684,.278
2018,6,Miami Marlins,146,658,608,,146,32,6,11,35,1,8,132,2,4,,,223,66,.240,.289,.367,.656,.288
2018,6,Philadelphia Phillies,143,670,612,,146,26,4,20,48,2,8,154,0,2,,,240,76,.239,.301,.392,.693,.286
2018,6,San Diego Padres,135,658,613,,143,24,3,21,37,2,4,169,1,3,,,236,70,.233,.280,.385,.665,.286
2018,6,Minnesota Twins,142,675,596,,138,26,3,13,70,3,2,127,0,7,,,209,71,.232,.311,.351,.662,.270
2018,6,Kansas City Royals,118,656,587,,134,31,3,11,59,2,8,163,0,2,,,204,51,.228,.306,.348,.654,.296
2018,6,St. Louis Cardinals,138,674,605,,135,27,0,20,54,0,7,119,2,5,,,222,84,.223,.292,.367,.659,.244
2018,6,Toronto Blue Jays,141,658,581,,129,31,2,18,67,1,7,138,0,3,,,218,57,.222,.309,.375,.684,.259
2018,6,Arizona Diamondbacks,109,668,586,,130,29,6,20,76,4,4,144,0,2,,,231,74,.222,.314,.394,.708,.259
2018,6,Los Angeles Dodgers,119,694,607,,134,30,2,20,78,10,4,177,2,3,,,228,87,.221,.312,.376,.688,.276
2018,6,Milwaukee Brewers,158,673,602,,130,25,1,24,58,6,8,182,1,4,,,229,69,.216,.292,.380,.672,.265
2018,6,Baltimore Orioles,110,662,607,,117,22,0,24,46,2,6,186,0,3,,,211,61,.193,.255,.348,.603,.233
2018,7,St. Louis Cardinals,138,660,579,,161,28,3,21,59,2,12,159,1,9,,,258,76,.278,.352,.446,.798,.343
2018,7,Pittsburgh Pirates,134,636,567,,153,36,4,17,57,1,3,133,1,7,,,248,89,.270,.336,.437,.773,.321
2018,7,Washington Nationals,120,658,600,,157,29,5,14,46,6,5,141,3,4,,,238,70,.262,.318,.397,.715,.318
2018,7,Philadelphia Phillies,143,655,608,,159,29,6,18,33,6,11,174,1,2,,,254,59,.262,.310,.418,.728,.337
2018,7,San Diego Padres,135,635,564,,147,34,7,18,62,2,5,116,0,4,,,249,70,.261,.337,.441,.778,.297
2018,7,Atlanta Braves,144,662,595,,154,40,4,19,51,3,11,141,1,4,,,259,82,.259,.327,.435,.762,.308
2018,7,Detroit Tigers,116,632,580,,148,25,6,16,37,1,7,160,0,8,,,233,61,.255,.304,.402,.706,.320
2018,7,Minnesota Twins,142,651,567,,143,40,1,21,66,2,9,144,3,6,,,248,69,.252,.336,.437,.773,.299
2018,7,Milwaukee Brewers,158,654,606,,152,20,7,21,34,3,7,137,2,5,,,249,73,.251,.296,.411,.707,.289
2018,7,Oakland Athletics,133,653,589,,147,33,2,19,50,1,8,146,1,5,,,241,67,.250,.314,.409,.723,.298
2018,7,Baltimore Orioles,110,631,570,,142,23,1,24,53,2,5,146,0,3,,,239,64,.249,.317,.419,.736,.293
2018,7,Boston Red Sox,111,666,608,,148,35,4,11,42,3,8,116,2,6,,,224,72,.243,.298,.368,.666,.281
2018,7,Los Angeles Dodgers,119,668,593,,142,41,7,24,64,3,7,148,1,3,,,269,64,.239,.319,.454,.773,.278
2018,7,Los Angeles Angels,108,651,589,,141,28,2,21,53,3,8,151,0,1,,,236,65,.239,.310,.401,.711,.287
2018,7,Chicago Cubs,112,668,589,,140,25,4,13,68,7,3,158,1,6,,,212,62,.238,.317,.360,.677,.300
2018,7,Miami Marlins,146,643,586,,139,15,3,12,42,3,10,126,1,4,,,196,74,.237,.298,.334,.632,.281
2018,7,Kansas City Royals,118,639,600,,142,29,6,12,32,1,4,145,1,2,,,219,50,.237,.279,.365,.644,.292
2018,7,Cleveland Indians,114,668,602,,142,29,1,13,46,2,10,150,3,7,,,212,64,.236,.298,.352,.650,.289
2018,7,Cincinnati Reds,113,659,599,,141,31,1,15,50,4,5,160,3,2,,,219,67,.235,.299,.366,.665,.296
2018,7,Toronto Blue Jays,141,642,574,,135,33,0,25,56,4,10,144,0,2,,,243,73,.235,.313,.423,.736,.270
2018,7,Chicago White Sox,145,634,575,,134,19,4,15,49,2,6,166,2,1,,,206,58,.233,.300,.358,.658,.301
2018,7,San Francisco Giants,137,643,596,,136,26,3,14,38,3,3,174,1,5,,,210,63,.228,.276,.352,.628,.295
2018,7,Arizona Diamondbacks,109,652,583,,133,30,6,15,54,2,4,154,3,8,,,220,73,.228,.294,.377,.671,.280
2018,7,New York Yankees,147,665,599,,136,27,0,23,54,2,9,167,0,3,,,232,84,.227,.299,.387,.686,.274
2018,7,Seattle Mariners,136,640,580,,131,27,1,19,49,2,5,158,3,3,,,217,61,.226,.290,.374,.664,.276
2018,7,Tampa Bay Rays,139,659,588,,132,29,6,11,52,1,13,159,2,4,,,206,57,.224,.300,.350,.650,.287
2018,7,Houston Astros,117,650,586,,130,28,2,23,53,3,5,145,2,4,,,231,68,.222,.290,.394,.684,.254
2018,7,Colorado Rockies,115,654,578,,128,21,6,16,63,4,8,158,2,3,,,209,64,.221,.305,.362,.667,.275
2018,7,New York Mets,121,650,579,,122,31,0,10,57,3,10,144,2,2,,,183,58,.211,.292,.316,.608,.262
2018,7,Texas Rangers,140,656,579,,117,23,2,21,55,2,17,201,2,3,,,207,79,.202,.289,.358,.647,.267
2018,8,Oakland Athletics,133,636,560,,166,41,2,20,55,2,8,125,3,10,,,271,98,.296,.362,.484,.846,.344
2018,8,Minnesota Twins,142,631,569,,155,37,2,18,50,4,4,145,5,3,,,250,77,.272,.334,.439,.773,.335
2018,8,Chicago Cubs,112,656,570,,150,26,7,18,64,12,9,157,8,4,,,244,77,.263,.345,.428,.773,.331
2018,8,San Francisco Giants,137,625,582,,153,24,7,14,37,7,2,177,1,3,,,233,73,.263,.308,.400,.708,.353
2018,8,Los Angeles Dodgers,119,647,572,,150,28,1,27,63,12,5,141,1,6,,,261,85,.262,.337,.456,.793,.300
2018,8,San Diego Padres,135,616,553,,142,28,5,12,50,9,3,150,5,5,,,216,65,.257,.319,.391,.710,.328
2018,8,Chicago White Sox,145,622,568,,144,25,8,14,37,0,5,135,8,4,,,227,67,.254,.303,.400,.703,.307
2018,8,Detroit Tigers,116,615,568,,140,34,4,6,31,1,8,102,3,5,,,200,62,.246,.292,.352,.644,.288
2018,8,Tampa Bay Rays,139,640,554,,136,34,2,12,66,3,6,138,7,6,,,210,62,.245,.329,.379,.708,.302
2018,8,Pittsburgh Pirates,134,617,555,,136,33,2,11,52,13,6,139,1,3,,,206,60,.245,.315,.371,.686,.306
2018,8,Cleveland Indians,114,645,588,,144,31,2,18,38,1,10,165,6,3,,,233,66,.245,.300,.396,.696,.309
2018,8,Seattle Mariners,136,620,566,,135,28,3,19,46,0,4,147,2,1,,,226,57,.239,.300,.399,.699,.289
2018,8,St. Louis Cardinals,138,636,555,,132,28,0,15,54,16,18,132,6,3,,,205,62,.238,.324,.369,.693,.285
2018,8,Philadelphia Phillies,143,635,572,,136,25,5,14,46,11,12,207,3,2,,,213,58,.238,.307,.372,.679,.346
2018,8,Toronto Blue Jays,141,622,572,,134,28,2,14,36,1,9,140,0,5,,,208,72,.234,.288,.364,.652,.284
2018,8,Milwaukee Brewers,158,634,578,,135,26,0,9,43,3,9,157,0,4,,,188,50,.234,.295,.325,.620,.303
2018,8,Texas Rangers,140,639,568,,132,21,1,22,56,3,8,172,3,4,,,221,78,.232,.308,.389,.697,.291
