season,playerId,name,team,teamId,pa,ab,h,2b,3b,hr,bb,ibb,hbp,so,sf,sac,tb,avg,obp,slg,ops
2023,592192,Mark Canha,Milwaukee Brewers,158,507,435,114,25,1,11,49,1,17,79,6,0,174,.262,.355,.400,.755
2023,608324,Alex Bregman,Houston Astros,117,724,622,163,28,4,25,92,1,8,87,2,0,274,.262,.363,.441,.804
2023,592273,Brandon Drury,Los Angeles Angels,108,523,485,127,30,3,26,25,0,8,136,5,0,241,.262,.306,.497,.803
2023,663993,Nathaniel Lowe,Texas Rangers,140,724,623,163,38,3,17,93,2,5,165,3,0,258,.262,.360,.414,.774
2023,643217,Andrew Benintendi,Chicago White Sox,145,621,562,147,34,2,5,52,5,3,89,3,1,200,.262,.326,.356,.682
2023,666971,Lourdes Gurriel Jr.,Arizona Diamondbacks,109,592,551,144,35,2,24,33,1,6,103,2,0,255,.261,.309,.463,.772
2023,663837,Matt Vierling,Detroit Tigers,116,530,479,125,21,5,10,44,1,5,112,1,1,186,.261,.329,.388,.717
2023,669257,Will Smith,Los Angeles Dodgers,119,554,464,121,21,2,19,63,2,15,89,12,0,203,.261,.359,.438,.797
2023,663457,Lars Nootbaar,St. Louis Cardinals,138,503,426,111,23,1,14,72,2,1,99,3,1,178,.261,.367,.418,.785
2023,673490,Ha-Seong Kim,San Diego Padres,135,626,538,140,23,0,17,75,1,3,124,5,5,214,.260,.351,.398,.749
2023,660688,Keibert Ruiz,Washington Nationals,120,562,523,136,24,0,18,31,1,6,58,2,0,214,.260,.308,.409,.717
2023,683734,Andrew Vaughn,Chicago White Sox,145,615,566,146,30,2,21,36,0,11,129,2,0,243,.258,.314,.429,.743
2023,592518,Manny Machado,San Diego Padres,135,601,543,140,21,0,30,50,1,2,109,6,0,251,.258,.319,.462,.781
2023,543807,George Springer,Toronto Blue Jays,141,683,613,158,25,1,21,60,1,5,125,3,0,248,.258,.327,.405,.732
2023,572233,Christian Walker,Arizona Diamondbacks,109,661,582,150,36,2,33,62,3,8,127,8,0,289,.258,.333,.497,.830
2023,606192,Teoscar Hernández,Seattle Mariners,136,678,625,161,29,2,26,38,2,8,211,7,0,272,.258,.305,.435,.740
2023,665487,Fernando Tatis Jr.,San Diego Padres,135,635,575,148,33,1,25,53,0,3,141,3,1,258,.257,.322,.449,.771
2023,650559,Bryan De La Cruz,Miami Marlins,146,626,579,149,32,0,19,40,0,1,142,5,0,238,.257,.304,.411,.715
2023,623993,Anthony Santander,Baltimore Orioles,110,656,591,152,41,1,28,55,1,6,152,4,0,279,.257,.325,.472,.797
2023,664774,LaMonte Wade Jr.,San Francisco Giants,137,519,429,110,14,2,17,76,3,6,95,4,4,179,.256,.373,.417,.790
2023,683002,Gunnar Henderson,Baltimore Orioles,110,622,560,143,29,9,28,56,1,3,159,3,0,274,.255,.325,.489,.814
2023,592696,Eddie Rosario,Atlanta Braves,144,516,478,122,24,3,21,34,1,1,122,2,1,215,.255,.305,.450,.755
2023,521692,Salvador Perez,Kansas City Royals,118,580,538,137,21,0,23,19,6,13,135,8,0,227,.255,.292,.422,.714
2023,642086,Dominic Smith,Washington Nationals,120,586,527,134,21,1,12,47,1,10,91,2,0,193,.254,.326,.366,.692
2023,596019,Francisco Lindor,New York Mets,121,687,602,153,33,2,31,66,1,12,137,7,0,283,.254,.336,.470,.806
2023,668227,Randy Arozarena,Tampa Bay Rays,139,654,551,140,19,3,23,80,1,18,156,5,0,234,.254,.364,.425,.789
2023,678662,Ezequiel Tovar,Colorado Rockies,115,615,581,147,37,4,15,25,0,4,166,3,2,237,.253,.287,.408,.695
2023,592663,J.T. Realmuto,Philadelphia Phillies,143,540,489,123,28,5,20,35,3,9,138,5,0,221,.252,.310,.452,.762
2023,600869,Jeimer Candelario,Chicago Cubs,112,576,505,127,39,3,22,53,1,13,127,4,0,238,.251,.336,.471,.807
2023,665926,Andrés Giménez,Cleveland Guardians,114,616,557,140,27,5,15,32,3,20,112,3,4,222,.251,.314,.399,.713
2023,664034,Ty France,Seattle Mariners,136,665,587,147,32,0,12,43,0,34,117,1,0,215,.250,.337,.366,.703
2023,669394,Jake Burger,Miami Marlins,146,540,492,123,28,1,34,32,0,12,149,4,0,255,.250,.309,.518,.827
2023,670623,Isaac Paredes,Tampa Bay Rays,139,571,492,123,24,0,31,58,0,20,104,1,0,240,.250,.352,.488,.840
2023,624585,Jorge Soler,Miami Marlins,146,580,504,126,24,0,36,66,4,6,141,4,0,258,.250,.341,.512,.853
2023,681546,James Outman,Los Angeles Dodgers,119,567,483,120,16,3,23,68,1,12,181,4,0,211,.248,.353,.437,.790
2023,669242,Tommy Edman,St. Louis Cardinals,138,528,479,119,25,4,13,35,1,7,84,4,3,191,.248,.307,.399,.706
2023,664023,Ian Happ,Chicago Cubs,112,691,580,144,35,4,21,99,2,6,153,6,0,250,.248,.360,.431,.791
2023,605204,J.D. Davis,San Francisco Giants,137,546,480,119,23,1,18,52,0,6,152,6,0,198,.248,.325,.413,.738
2023,605137,Josh Bell,Miami Marlins,146,617,547,135,28,0,22,63,2,2,134,3,0,229,.247,.325,.419,.744
2023,667670,Brent Rooker,Oakland Athletics,133,526,463,114,20,1,30,49,1,10,172,4,0,226,.246,.329,.488,.817
2023,641313,Tim Anderson,Chicago White Sox,145,524,493,121,18,2,1,26,0,3,122,2,0,146,.245,.286,.296,.582
2023,682928,CJ Abrams,Washington Nationals,120,614,563,138,28,6,18,32,2,13,118,3,3,232,.245,.300,.412,.712
2023,666969,Adolis García,Texas Rangers,140,632,555,136,29,0,39,65,0,6,175,6,0,282,.245,.328,.508,.836
2023,663697,Jonathan India,Cincinnati Reds,113,529,454,111,23,0,17,52,0,16,109,7,0,185,.244,.338,.407,.745
2023,621020,Dansby Swanson,Chicago Cubs,112,638,565,138,25,3,22,66,0,5,154,2,0,235,.244,.328,.416,.744
2023,518934,DJ LeMahieu,New York Yankees,147,562,497,121,22,3,15,60,2,3,125,2,0,194,.243,.327,.390,.717
2023,663886,Tyler Stephenson,Cincinnati Reds,113,517,465,113,20,2,13,47,2,4,135,1,0,176,.243,.317,.378,.695
2023,595777,Jurickson Profar,San Diego Padres,135,521,459,111,27,2,9,50,0,6,90,5,0,169,.242,.321,.368,.689
2023,467793,Carlos Santana,Milwaukee Brewers,158,619,550,132,33,1,23,65,0,0,104,4,0,236,.240,.318,.429,.747
2023,656305,Matt Chapman,Toronto Blue Jays,141,581,509,122,39,2,17,62,1,8,165,2,0,216,.240,.330,.424,.754
2023,641857,Ryan McMahon,Colorado Rockies,115,627,555,133,31,3,23,68,2,1,198,3,0,239,.240,.322,.431,.753
2023,664702,Myles Straw,Cleveland Guardians,114,518,462,110,18,3,1,42,0,2,97,6,6,137,.238,.301,.297,.598
2023,547989,José Abreu,Houston Astros,117,594,540,128,23,1,18,42,1,6,130,6,0,207,.237,.296,.383,.679
2023,571771,Enrique Hernández,Los Angeles Dodgers,119,508,465,110,23,0,11,34,1,3,97,6,0,166,.237,.289,.357,.646
2023,669004,MJ Melendez,Kansas City Royals,118,602,533,125,29,5,16,62,2,3,170,4,0,212,.235,.316,.398,.714
2023,592669,Hunter Renfroe,Cincinnati Reds,113,548,498,116,31,0,20,44,0,3,125,3,0,207,.233,.297,.416,.713
2023,679529,Spencer Torkelson,Detroit Tigers,116,684,606,141,34,1,31,67,1,6,171,5,0,270,.233,.313,.446,.759
2023,553993,Eugenio Suárez,Seattle Mariners,136,694,598,139,29,0,22,70,0,15,214,11,0,234,.232,.323,.391,.714
2023,663728,Cal Raleigh,Seattle Mariners,136,569,513,119,23,1,30,54,1,1,158,1,0,234,.232,.306,.456,.762
2023,656716,Zach McKinstry,Detroit Tigers,116,518,464,107,21,4,9,44,0,5,113,3,2,163,.231,.302,.351,.653
2023,621043,Carlos Correa,Minnesota Twins,142,580,514,118,29,2,18,59,3,4,131,3,0,205,.230,.312,.399,.711
2023,630105,Jake Cronenworth,San Diego Padres,135,522,458,105,24,7,10,46,2,11,97,5,1,173,.229,.312,.378,.690
2023,669261,Jack Suwinski,Pittsburgh Pirates,134,534,447,100,21,2,26,75,2,6,172,6,0,203,.224,.339,.454,.793
2023,595879,Javier Báez,Detroit Tigers,116,547,510,113,18,4,9,24,0,9,125,3,0,166,.222,.267,.325,.592
2023,662139,Daulton Varsho,Toronto Blue Jays,141,581,527,116,23,3,20,45,0,4,135,3,1,205,.220,.285,.389,.674
2023,642715,Willy Adames,Milwaukee Brewers,158,638,553,120,29,2,24,71,1,6,165,6,0,225,.217,.310,.407,.717
2023,624413,Pete Alonso,New York Mets,121,658,568,123,21,2,46,65,6,21,151,4,0,286,.217,.318,.504,.822
2023,571970,Max Muncy,Los Angeles Dodgers,119,579,482,102,17,1,36,85,4,6,153,6,0,229,.212,.333,.475,.808
2023,683011,Anthony Volpe,New York Yankees,147,601,541,113,23,4,21,52,0,5,167,2,1,207,.209,.283,.383,.666
2023,663757,Trent Grisham,San Diego Padres,135,555,469,93,31,1,13,75,0,5,154,1,4,165,.198,.315,.352,.667
2023,656941,Kyle Schwarber,Philadelphia Phillies,143,720,585,115,19,1,47,126,5,6,215,3,0,277,.197,.343,.474,.817
