season,playerId,name,team,teamId,pa,ab,h,2b,3b,hr,bb,ibb,hbp,so,sf,sac,tb,avg,obp,slg,ops
2021,656775,Cedric Mullins,Baltimore Orioles,110,675,602,175,37,5,30,59,3,8,125,4,1,312,.291,.360,.518,.878
2021,516416,Jean Segura,Philadelphia Phillies,143,567,514,149,27,3,14,39,3,9,78,4,1,224,.290,.348,.436,.784
2021,657077,Alex Verdugo,Boston Red Sox,111,604,544,157,32,2,13,51,6,4,96,5,0,232,.289,.351,.426,.777
2021,592450,Aaron Judge,New York Yankees,147,633,550,158,24,0,39,75,2,3,158,5,0,299,.287,.373,.544,.917
2021,641933,Tyler O'Neill,St. Louis Cardinals,138,537,482,138,26,2,34,38,0,13,168,4,0,270,.286,.352,.560,.912
2021,502110,J.D. Martinez,Boston Red Sox,111,634,570,163,42,3,28,55,6,3,150,5,0,295,.286,.349,.518,.867
2021,665487,Fernando Tatis Jr.,San Diego Padres,135,546,478,135,31,0,42,62,6,2,153,4,0,292,.282,.364,.611,.975
2021,642708,Amed Rosario,Cleveland Indians,114,588,550,155,25,6,11,31,0,3,120,4,0,225,.282,.321,.409,.730
2021,543068,C.J. Cron,Colorado Rockies,115,547,470,132,31,1,28,60,3,13,117,4,0,249,.281,.375,.530,.905
2021,621043,Carlos Correa,Houston Astros,117,640,555,155,34,1,26,75,2,4,116,6,0,269,.279,.366,.485,.851
2021,543281,Josh Harrison,Oakland Athletics,133,558,505,141,33,2,8,31,0,18,75,3,0,202,.279,.341,.400,.741
2021,646240,Rafael Devers,Boston Red Sox,111,664,591,165,37,1,38,62,7,7,143,4,0,318,.279,.352,.538,.890
2021,592518,Manny Machado,San Diego Padres,135,640,564,157,31,2,28,63,10,2,102,11,0,276,.278,.347,.489,.836
2021,514888,Jose Altuve,Houston Astros,117,678,601,167,32,1,31,66,3,4,91,6,1,294,.278,.350,.489,.839
2021,570731,Jonathan Schoop,Detroit Tigers,116,674,623,173,30,1,22,37,0,6,133,8,0,271,.278,.320,.435,.755
2021,457759,Justin Turner,Los Angeles Dodgers,119,612,533,148,22,0,27,61,0,12,98,6,0,251,.278,.361,.471,.832
2021,670541,Yordan Alvarez,Houston Astros,117,598,537,149,35,1,33,50,3,8,145,3,0,285,.277,.346,.531,.877
2021,665120,Jared Walsh,Los Angeles Angels,108,585,530,147,34,1,29,48,6,4,152,3,0,270,.277,.340,.509,.849
2021,593160,Whit Merrifield,Kansas City Royals,118,720,664,184,42,3,10,40,1,4,103,12,0,262,.277,.317,.395,.712
2021,666971,Lourdes Gurriel Jr.,Toronto Blue Jays,141,541,500,138,28,2,21,32,1,2,102,6,1,233,.276,.319,.466,.785
2021,643217,Andrew Benintendi,Kansas City Royals,118,538,493,136,27,2,17,36,0,2,97,6,1,218,.276,.324,.442,.766
2021,668227,Randy Arozarena,Tampa Bay Rays,139,604,529,145,32,3,20,56,4,14,170,5,0,243,.274,.356,.459,.815
2021,606132,Raimel Tapia,Colorado Rockies,115,533,487,133,26,2,6,40,2,1,70,4,1,181,.273,.327,.372,.699
2021,641487,J.P. Crawford,Seattle Mariners,136,687,619,169,37,0,9,58,1,5,114,4,1,233,.273,.338,.376,.714
2021,521692,Salvador Perez,Kansas City Royals,118,665,620,169,24,0,48,28,4,13,170,4,0,337,.273,.316,.544,.860
2021,519317,Giancarlo Stanton,New York Yankees,147,579,510,139,19,0,35,63,1,3,157,3,0,263,.273,.354,.516,.870
2021,664702,Myles Straw,Cleveland Indians,114,638,564,153,29,1,4,67,0,2,121,4,1,196,.271,.349,.348,.697
2021,578428,Jose Iglesias,Boston Red Sox,111,511,483,131,27,2,9,21,0,6,75,1,0,189,.271,.309,.391,.700
2021,600869,Jeimer Candelario,Detroit Tigers,116,626,557,151,42,3,16,65,1,4,135,0,0,247,.271,.351,.443,.794
2021,643396,Isiah Kiner-Falefa,Texas Rangers,140,677,635,172,25,3,8,28,2,11,90,2,1,227,.271,.312,.357,.669
2021,621566,Matt Olson,Oakland Athletics,133,673,565,153,35,0,39,88,12,9,113,11,0,305,.271,.371,.540,.911
2021,453568,Charlie Blackmon,Colorado Rockies,115,582,514,139,25,4,13,54,1,11,91,3,0,211,.270,.351,.411,.762
2021,543333,Eric Hosmer,San Diego Padres,135,565,509,137,28,0,12,48,2,5,99,2,1,201,.269,.337,.395,.732
2021,663697,Jonathan India,Cincinnati Reds,113,631,532,143,34,2,21,71,1,23,141,4,1,244,.269,.376,.459,.835
2021,593871,Jorge Polanco,Minnesota Twins,142,644,588,158,35,2,33,45,0,5,118,6,0,296,.269,.323,.503,.826
2021,518934,DJ LeMahieu,New York Yankees,147,679,597,160,24,1,10,73,2,4,94,5,0,216,.268,.349,.362,.711
2021,656976,Pavin Smith,Arizona Diamondbacks,109,545,498,133,27,4,11,42,1,4,106,1,0,201,.267,.328,.404,.732
2021,630105,Jake Cronenworth,San Diego Padres,135,643,567,151,33,7,21,55,6,10,90,3,3,261,.266,.340,.460,.800
2021,608070,José Ramírez,Cleveland Indians,114,636,552,147,32,5,36,72,10,7,87,5,0,297,.266,.355,.538,.893
2021,666185,Dylan Carlson,St. Louis Cardinals,138,619,542,144,31,4,18,57,2,11,152,8,1,237,.266,.343,.437,.780
2021,458015,Joey Votto,Cincinnati Reds,113,533,448,119,23,1,36,77,6,4,127,4,0,252,.266,.375,.563,.938
2021,543760,Marcus Semien,Toronto Blue Jays,141,724,652,173,39,2,45,66,0,3,146,3,0,351,.265,.334,.538,.872
2021,592178,Kris Bryant,San Francisco Giants,137,586,513,136,32,2,25,62,4,9,135,2,0,247,.265,.353,.481,.834
2021,443558,Nelson Cruz,Tampa Bay Rays,139,584,513,136,21,1,32,51,10,7,126,9,0,255,.265,.334,.497,.831
2021,595879,Javier Báez,New York Mets,121,547,502,133,18,2,31,28,2,13,184,3,0,248,.265,.319,.494,.813
2021,500743,Miguel Rojas,Miami Marlins,146,539,495,131,30,3,9,37,0,5,74,1,1,194,.265,.322,.392,.714
2021,668942,Josh Rojas,Arizona Diamondbacks,109,550,484,128,32,3,11,58,1,0,137,3,1,199,.264,.341,.411,.752
2021,605141,Mookie Betts,Los Angeles Dodgers,119,550,466,123,29,3,23,68,2,11,86,5,0,227,.264,.367,.487,.854
2021,663993,Nathaniel Lowe,Texas Rangers,140,642,557,147,24,3,18,80,2,2,162,3,0,231,.264,.357,.415,.772
2021,660162,Yoán Moncada,Chicago White Sox,145,616,520,137,33,1,14,84,1,10,157,2,0,214,.263,.375,.412,.787
2021,571657,Kyle Farmer,Cincinnati Reds,113,529,483,127,22,2,16,22,1,18,97,5,1,201,.263,.316,.416,.732
2021,592663,J.T. Realmuto,Philadelphia Phillies,143,537,476,125,25,4,17,48,5,11,129,2,0,209,.263,.343,.439,.782
2021,541645,Avisaíl García,Milwaukee Brewers,158,515,461,121,18,0,29,38,5,11,121,5,0,226,.262,.330,.490,.820
2021,669242,Tommy Edman,St. Louis Cardinals,138,691,641,168,41,3,11,38,1,6,95,4,2,248,.262,.308,.387,.695
2021,624413,Pete Alonso,New York Mets,121,637,561,147,27,3,37,60,6,12,127,4,0,291,.262,.344,.519,.863
2021,664058,David Fletcher,Los Angeles Angels,108,665,626,164,27,3,2,31,1,1,60,1,6,203,.262,.297,.324,.621
2021,642715,Willy Adames,Milwaukee Brewers,158,555,497,130,32,1,25,57,1,0,156,1,0,239,.262,.337,.481,.818
2021,547989,José Abreu,Chicago White Sox,145,659,566,148,30,2,30,61,3,22,143,10,0,272,.261,.351,.481,.832
2021,605137,Josh Bell,Washington Nationals,120,568,498,130,24,1,27,65,2,2,101,3,0,237,.261,.347,.476,.823
2021,542583,Jesús Aguilar,Miami Marlins,146,510,449,117,23,0,22,46,4,3,93,7,0,206,.261,.329,.459,.788
2021,650402,Gleyber Torres,New York Yankees,147,516,459,119,22,0,9,50,1,1,104,4,2,168,.259,.331,.366,.697
2021,645277,Ozzie Albies,Atlanta Braves,144,686,629,163,40,7,30,47,2,3,128,7,0,307,.259,.310,.488,.798
2021,592669,Hunter Renfroe,Boston Red Sox,111,572,521,135,33,0,31,44,0,1,130,6,0,261,.259,.315,.501,.816
2021,444482,David Peralta,Arizona Diamondbacks,109,538,487,126,30,8,8,46,3,3,92,2,0,196,.259,.325,.402,.727
2021,660271,Shohei Ohtani,Los Angeles Angels,108,639,537,138,26,8,46,96,20,4,189,2,0,318,.257,.372,.592,.964
2021,408234,Miguel Cabrera,Detroit Tigers,116,526,472,121,16,0,15,40,0,5,118,9,0,182,.256,.316,.386,.702
2021,669720,Austin Hays,Baltimore Orioles,110,529,488,125,26,4,22,28,0,9,107,1,3,225,.256,.308,.461,.769
2021,650490,Yandy Díaz,Tampa Bay Rays,139,541,465,119,20,1,13,69,4,3,85,4,0,180,.256,.353,.387,.740
2021,641820,Trey Mancini,Baltimore Orioles,110,616,556,142,33,1,21,51,4,8,143,1,0,240,.255,.326,.432,.758
2021,663624,Ryan Mountcastle,Baltimore Orioles,110,586,534,136,23,1,33,41,2,4,161,7,0,260,.255,.309,.487,.796
2021,571448,Nolan Arenado,St. Louis Cardinals,138,653,593,151,34,3,34,50,8,3,96,7,0,293,.255,.312,.494,.806
2021,621035,Chris Taylor,Los Angeles Dodgers,119,582,507,129,25,4,20,63,2,8,167,3,1,222,.254,.344,.438,.782
2021,641857,Ryan McMahon,Colorado Rockies,115,596,528,134,32,1,23,59,2,4,147,5,0,237,.254,.331,.449,.780
2021,571745,Mitch Haniger,Seattle Mariners,136,691,620,157,23,2,39,54,2,9,169,8,0,301,.253,.318,.485,.803
2021,500871,Eduardo Escobar,Milwaukee Brewers,158,599,549,139,26,5,28,48,1,1,124,1,0,259,.253,.314,.472,.786
2021,596115,Trevor Story,Colorado Rockies,115,595,526,132,34,5,24,53,2,11,139,5,0,248,.251,.329,.471,.800
2021,571771,Enrique Hernández,Boston Red Sox,111,585,508,127,35,3,20,61,0,9,110,7,0,228,.250,.337,.449,.786
2021,571970,Max Muncy,Los Angeles Dodgers,119,592,497,124,26,2,36,83,5,11,120,1,0,262,.249,.368,.527,.895
2021,649966,Luis Urías,Milwaukee Brewers,158,570,490,122,25,1,23,63,3,10,116,3,1,218,.249,.345,.445,.790
2021,542340,Jonathan Villar,New York Mets,121,505,454,113,18,2,18,46,2,3,132,0,2,189,.249,.322,.416,.738
2021,621020,Dansby Swanson,Atlanta Braves,144,653,588,146,33,2,27,52,4,5,167,7,1,264,.248,.311,.449,.760
2021,519203,Anthony Rizzo,New York Yankees,147,576,496,123,23,3,22,52,2,23,87,5,0,218,.248,.344,.440,.784
2021,665862,Jazz Chisholm Jr.,Miami Marlins,146,507,464,115,20,4,18,34,0,4,145,3,2,197,.248,.303,.425,.728
2021,518626,Josh Donaldson,Minnesota Twins,142,543,457,113,26,0,26,74,2,4,114,8,0,217,.247,.352,.475,.827
2021,664040,Brandon Lowe,Tampa Bay Rays,139,615,535,132,31,0,39,68,4,9,167,3,0,280,.247,.340,.523,.863
2021,476704,Jed Lowrie,Oakland Athletics,133,512,457,112,28,0,14,49,1,2,108,4,0,182,.245,.318,.398,.716
2021,572191,Michael A. Taylor,Kansas City Royals,118,528,483,118,16,1,12,33,0,5,144,5,2,172,.244,.297,.356,.653
2021,462101,Elvis Andrus,Oakland Athletics,133,541,497,121,25,2,3,31,2,6,81,4,3,159,.243,.294,.320,.614
2021,666969,Adolis García,Texas Rangers,140,622,581,141,26,2,31,32,0,5,194,4,0,264,.243,.286,.454,.740
2021,663757,Trent Grisham,San Diego Padres,135,527,462,112,28,3,15,54,2,6,119,4,1,191,.242,.327,.413,.740
2021,669256,Nick Solak,Texas Rangers,140,511,458,111,18,2,11,34,0,15,107,2,2,166,.242,.314,.362,.676
2021,545341,Randal Grichuk,Toronto Blue Jays,141,545,511,123,25,1,22,27,0,3,114,4,0,216,.241,.281,.423,.704
2021,543257,Robbie Grossman,Detroit Tigers,116,671,557,133,23,3,23,98,3,8,155,6,2,231,.239,.357,.415,.772
2021,640457,Austin Meadows,Tampa Bay Rays,139,591,518,121,29,3,27,59,3,6,122,8,0,237,.234,.315,.458,.773
2021,514917,César Hernández,Chicago White Sox,145,637,570,132,21,2,21,59,2,5,135,3,0,220,.232,.308,.386,.694
2021,592192,Mark Canha,Oakland Athletics,133,625,519,120,22,4,17,77,0,27,128,2,0,201,.231,.358,.387,.745
2021,596019,Francisco Lindor,New York Mets,121,524,452,104,16,3,20,58,4,5,96,3,6,186,.230,.322,.412,.734
2021,502054,Tommy Pham,San Diego Padres,135,561,475,109,24,2,15,78,3,4,128,4,0,182,.229,.340,.383,.723
2021,594807,Adam Duvall,Atlanta Braves,144,555,513,117,17,2,38,35,1,4,174,3,0,252,.228,.281,.491,.772
2021,621028,Kevin Newman,Pittsburgh Pirates,134,554,517,117,22,3,5,27,3,1,41,3,6,160,.226,.265,.309,.574
2021,664023,Ian Happ,Chicago Cubs,112,535,465,105,20,1,25,62,0,5,156,1,2,202,.226,.323,.434,.757
2021,573262,Mike Yastrzemski,San Francisco Giants,137,532,468,105,28,3,25,51,4,9,131,3,1,214,.224,.311,.457,.768
2021,593934,Miguel Sanó,Minnesota Twins,142,532,470,105,24,0,30,59,2,2,183,1,0,219,.223,.312,.466,.778
2021,624585,Jorge Soler,Atlanta Braves,144,602,516,115,27,0,27,67,0,6,142,5,0,223,.223,.316,.432,.748
2021,457705,Andrew McCutchen,Philadelphia Phillies,143,574,482,107,24,1,27,81,2,4,132,7,0,214,.222,.334,.444,.778
2021,641531,Hunter Dozier,Kansas City Royals,118,543,487,105,27,6,16,43,0,7,154,6,0,192,.216,.285,.394,.679
2021,467793,Carlos Santana,Kansas City Royals,118,659,565,121,15,0,19,86,3,3,102,5,0,193,.214,.319,.342,.661
2021,572122,Kyle Seager,Seattle Mariners,136,670,603,128,29,1,35,59,2,4,161,4,0,264,.212,.285,.438,.723
2021,656305,Matt Chapman,Oakland Athletics,133,622,529,111,15,3,27,80,0,4,202,9,0,213,.210,.314,.403,.717
2021,608336,Joey Gallo,New York Yankees,147,616,498,99,13,1,38,111,5,6,213,1,0,228,.199,.351,.458,.809
2021,553993,Eugenio Suárez,Cincinnati Reds,113,574,505,100,23,0,31,56,0,8,171,5,0,216,.198,.286,.428,.714
