gameId,gameDate,team,opponent,homeAway,teamScore,oppScore,batOrder,playerCode,name,pos,ab,hit,hr,bb,kk,run,rbi
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,1,66704,김태연,좌,3,1,0,0,0,0,1
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,2,53764,문현빈,지,3,0,0,0,1,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,2,50707,최인호,교,1,0,0,0,1,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,3,55734,플로리얼,중,4,0,0,0,0,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,4,69737,노시환,三,4,2,1,0,1,1,1
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,5,79192,채은성,一,3,1,0,0,0,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,5,68700,이원석,교,1,0,0,0,0,1,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,6,79608,안치홍,二,3,0,0,0,1,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,6,52769,권광민,교,1,0,0,0,0,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,7,50704,임종찬,우,2,0,0,0,2,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,7,54795,황영묵,교,2,1,0,0,0,1,1
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,8,78288,최재훈,포,1,0,0,1,1,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,8,52704,이상혁,교,0,0,0,0,0,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,8,76812,이재원,교,2,0,0,0,1,0,0
20250322HHKT02025,2025-03-22,한화,KT,away,4,3,9,64006,심우준,유,3,1,0,1,1,1,1
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,1,68050,강백호,지,5,2,0,0,1,1,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,1,67006,안치영,교,0,0,0,0,0,0,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,2,67025,로하스,우,5,1,0,0,1,0,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,3,79240,허경민,三,5,3,0,0,1,0,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,4,64004,김민혁,좌,4,2,0,0,0,0,1
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,5,78548,장성우,포,4,0,0,0,2,0,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,6,64007,문상철,一,3,1,0,1,0,1,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,6,50092,윤준혁,교,0,0,0,0,0,0,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,6,76313,황재균,교,0,0,0,0,0,0,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,7,50054,천성호,二,3,1,0,0,0,0,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,7,64504,오윤석,교,1,0,0,0,1,0,0
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,8,64166,배정대,중,2,0,0,0,0,0,1
20250322HHKT02025,2025-03-22,KT,한화,home,3,4,9,79402,김상수,유,4,2,1,0,1,1,1
