year,bo,code,PA,AB,R,H,2B,3B,HR,TB,RBI,GO,FO,BB,HP,IB,SO,GDP,SH,SF,n_players
2025,3,7002,644,572,71,180,34,2,12,254,90,160,145,44,12,2,98,13,6,11,13
2025,3,9002,642,540,76,137,18,0,27,236,88,109,154,75,17,9,145,16,5,5,18
2025,3,10001,636,551,59,141,20,0,15,206,72,150,153,65,15,3,112,6,0,5,16
2025,3,11001,641,551,83,166,34,9,5,233,95,142,155,67,13,4,93,7,5,5,16
2025,3,12001,648,545,87,164,23,4,22,261,86,144,140,90,9,5,101,11,0,4,14
2025,4,1001,650,561,91,176,37,0,43,342,163,110,180,69,6,10,109,15,0,14,11
2025,4,2002,646,554,89,164,33,0,25,272,94,120,145,79,7,9,131,11,0,6,19
2025,4,3001,649,574,72,173,39,1,12,250,94,169,160,57,8,11,80,23,2,8,11
2025,4,5002,650,554,96,155,24,1,25,256,116,174,124,82,5,3,110,18,0,9,12
2025,4,6002,634,554,62,158,33,2,14,237,83,115,169,63,9,5,119,11,1,7,17
2025,4,7002,630,546,96,138,26,2,31,261,97,122,166,69,11,10,124,21,0,4,7
2025,4,9002,634,567,57,162,34,1,18,252,87,119,151,52,9,3,140,10,1,5,17
2025,4,10001,625,575,53,135,38,1,11,208,74,153,162,39,6,2,129,13,1,4,21
2025,4,11001,623,549,74,151,22,0,37,284,117,115,141,48,11,1,155,12,2,13,19
2025,4,12001,640,554,72,153,28,2,25,260,99,125,168,72,6,4,114,16,2,6,17
2025,5,1001,628,554,76,133,29,3,24,240,97,140,147,63,5,1,139,17,1,5,22
2025,5,2002,679,599,61,153,38,2,19,252,87,152,128,69,7,0,169,18,1,3,22
2025,5,3001,631,539,65,137,27,1,12,202,72,134,154,66,11,5,124,14,5,10,20
2025,5,5002,637,565,72,152,21,2,18,231,84,140,150,57,2,1,130,7,6,7,15
2025,5,6002,623,542,74,140,32,1,14,216,65,128,140,66,9,3,137,9,2,4,24
2025,5,7002,611,554,63,158,28,1,21,251,99,134,148,38,13,5,116,8,4,2,13
2025,5,9002,622,568,69,150,18,0,22,234,81,144,143,44,5,3,135,12,1,4,19
2025,5,10001,613,550,53,138,22,2,10,194,63,123,161,45,9,1,132,10,5,4,23
2025,5,11001,566,485,54,117,27,3,9,177,77,142,133,60,7,5,99,8,8,6,20
2025,5,12001,630,549,69,129,19,0,16,196,79,132,172,68,3,1,123,10,3,7,22
2025,6,1001,612,533,60,133,21,0,19,211,65,128,130,54,15,2,146,9,7,4,24
2025,6,2002,698,640,67,152,34,2,15,235,76,149,143,50,3,1,201,15,0,5,22
2025,6,3001,621,549,57,137,25,3,6,186,70,148,161,54,6,2,108,19,7,5,21
2025,6,5002,602,527,62,139,27,1,17,219,81,149,118,58,8,1,124,10,6,3,18
2025,6,6002,607,550,62,138,22,7,10,204,56,141,132,45,6,1,139,8,6,0,21
2025,6,7002,608,541,63,140,26,0,10,196,52,150,127,48,7,0,126,18,10,2,20
2025,6,9002,564,491,62,139,20,2,14,205,62,118,117,62,3,3,122,8,3,5,20
2025,6,10001,599,551,51,124,18,4,10,180,56,151,122,34,4,1,156,15,8,2,34
2025,6,11001,552,473,51,120,16,1,9,165,52,145,115,52,17,0,96,11,7,3,20
2025,6,12001,630,551,66,143,25,2,11,205,66,160,146,57,14,3,103,18,6,2,24
2025,7,1001,601,525,61,129,26,0,16,203,62,140,146,49,10,2,115,19,12,5,22
2025,7,2002,600,537,58,130,26,2,13,199,65,129,131,45,8,1,154,10,3,7,25
2025,7,3001,602,537,62,137,24,1,7,184,65,149,133,44,11,0,119,13,9,1,24
2025,7,5002,578,507,64,130,23,2,11,190,64,121,143,55,9,4,115,8,5,2,21
2025,7,6002,595,536,57,132,27,3,12,201,67,119,132,42,6,2,158,12,6,5,27
2025,7,7002,587,525,68,138,29,2,5,186,55,144,129,36,10,1,119,13,11,5,18
2025,7,9002,569,509,49,125,14,1,8,165,40,141,130,44,7,0,116,9,7,3,21
2025,7,10001,584,518,57,109,19,2,10,162,37,148,121,50,7,1,144,11,5,4,27
2025,7,11001,603,514,68,137,20,5,17,218,65,109,157,50,23,0,115,8,12,4,21
2025,7,12001,626,534,69,125,28,2,5,172,50,140,151,57,16,0,126,14,11,8,25
2025,8,1001,589,521,64,122,14,2,8,164,56,133,137,51,7,2,134,8,5,5,25
2025,8,2002,579,502,58,119,23,2,12,182,59,133,167,46,18,1,87,13,9,4,22
2025,8,3001,580,494,60,133,28,2,8,189,68,134,115,63,9,0,113,8,13,1,23
2025,8,5002,560,477,59,121,19,1,8,166,52,117,118,51,14,1,126,10,13,5,23
2025,8,6002,579,517,46,123,22,0,4,157,56,142,111,46,3,2,144,9,10,3,28
2025,8,7002,566,456,44,110,17,1,4,141,57,146,120,63,18,0,90,8,19,10,18
2025,8,9002,564,505,48,119,17,1,9,165,61,147,128,49,4,0,113,11,4,2,25
2025,8,10001,568,508,59,122,28,1,4,164,39,136,103,42,4,0,150,9,12,2,24
2025,8,11001,577,514,61,113,18,2,20,195,77,117,126,45,12,0,160,12,4,2,21
2025,8,12001,600,513,58,107,22,2,8,157,67,157,123,54,8,0,132,11,19,6,24
2025,9,1001,563,484,69,128,25,2,11,190,60,125,113,49,11,1,121,9,16,3,25
2025,9,2002,566,496,69,124,17,2,8,169,48,121,117,50,4,1,138,5,12,4,22
2025,9,3001,566,489,55,130,19,4,6,175,52,128,110,47,10,1,127,7,14,6,21
2025,9,5002,571,481,86,143,21,1,7,187,64,131,126,65,6,0,87,6,13,6,16
2025,9,6002,556,485,51,128,19,4,3,164,48,142,113,45,7,2,109,9,12,7,24
2025,9,7002,551,496,57,121,20,2,4,157,54,144,131,31,7,1,103,8,14,3,17
2025,9,9002,531,475,47,101,9,3,10,146,51,124,126,38,5,0,128,11,9,4,24
2025,9,10001,545,491,61,113,15,3,3,143,40,120,124,44,1,0,138,12,5,4,31
2025,9,11001,564,482,70,116,12,0,11,161,58,122,133,45,20,0,119,7,9,8,28
2025,9,12001,555,498,49,119,21,4,4,160,52,142,103,40,3,1,135,13,13,1,25
